金额,商品,支付时间,地点,商品大类,商品二级类
1.5,12g劲仔小鱼麻辣味,2017/8/12 11:11,C,非饮料,肉干/豆制品/蛋
3.0,怡宝纯净水,2017/8/12 11:23,C,饮料,水
3.0,雪碧最新款,2017/8/12 11:27,C,饮料,碳酸饮料
4.0,熊字饼,2017/8/12 12:37,C,非饮料,饼干糕点
3.0,怡宝,2017/8/12 12:40,C,饮料,水
3.0,怡宝纯净水,2017/8/12 13:25,C,饮料,水
4.5,脉动,2017/8/12 13:58,C,饮料,功能饮料
3.0,怡宝纯净水,2017/8/12 14:02,C,饮料,水
4.0,熊字饼,2017/8/12 14:06,C,非饮料,饼干糕点
3.0,怡宝,2017/8/12 14:22,C,饮料,水
5.0,脉动,2017/8/12 14:56,C,饮料,功能饮料
3.0,怡宝纯净水,2017/8/12 15:10,C,饮料,水
3.0,伊利优酸乳,2017/8/12 15:17,C,饮料,乳制品
5.0,脉动,2017/8/12 15:30,C,饮料,功能饮料
3.0,伊利优酸乳,2017/8/12 15:31,C,饮料,乳制品
6.0,红牛,2017/8/12 15:32,C,饮料,功能饮料
6.0,红牛,2017/8/12 16:23,C,饮料,功能饮料
5.0,脉动,2017/8/12 16:29,C,饮料,功能饮料
3.5,统一绿茶,2017/8/12 17:17,C,饮料,茶饮料
6.0,红牛,2017/8/12 17:23,C,饮料,功能饮料
3.0,怡宝纯净水,2017/8/12 17:30,C,饮料,水
5.0,脉动,2017/8/12 17:52,C,饮料,功能饮料
5.0,营养快线,2017/8/12 18:25,C,饮料,乳制品
4.0,统一冰红茶,2017/8/12 18:46,C,饮料,茶饮料
3.5,可口可乐330ml,2017/8/12 18:59,C,饮料,碳酸饮料
4.5,阿萨姆奶茶,2017/8/12 19:07,C,饮料,茶饮料
4.0,统一冰红茶,2017/8/12 19:47,C,饮料,茶饮料
3.0,怡宝纯净水,2017/8/13 08:16,C,饮料,水
3.5,王老吉（罐）,2017/8/13 08:25,C,饮料,茶饮料
1.5,10g卫龙亲嘴烧香辣味,2017/8/13 08:31,C,非饮料,肉干/豆制品/蛋
3.0,统一冰红茶,2017/8/13 08:53,C,饮料,茶饮料
5.0,汤达人方便面,2017/8/13 09:00,C,非饮料,方便速食
4.0,脉动,2017/8/13 09:02,C,饮料,功能饮料
3.5,统一绿茶,2017/8/13 09:05,C,饮料,茶饮料
4.0,王老吉（罐）,2017/8/13 09:23,C,饮料,茶饮料
4.5,250ml燕塘红枣牛奶,2017/8/13 09:33,C,饮料,乳制品
5.0,王老吉（500ml）,2017/8/13 09:38,C,饮料,茶饮料
3.0,雪碧最新款,2017/8/13 10:10,C,饮料,碳酸饮料
4.0,统一冰红茶,2017/8/13 11:00,C,饮料,茶饮料
3.0,怡宝纯净水,2017/8/13 11:47,C,饮料,水
3.0,雪碧最新款,2017/8/13 12:03,C,饮料,碳酸饮料
3.5,可口可乐330ml,2017/8/13 12:13,C,饮料,碳酸饮料
3.5,芬达330ml,2017/8/13 12:17,C,饮料,碳酸饮料
3.0,250ml维他原味豆奶,2017/8/13 13:02,C,饮料,植物蛋白
2.0,怡宝纯净水,2017/8/13 13:02,C,饮料,水
2.0,怡宝纯净水,2017/8/13 13:22,C,饮料,水
4.5,脉动,2017/8/13 15:18,C,饮料,功能饮料
5.0,脉动,2017/8/13 15:23,C,饮料,功能饮料
3.0,芬达330ml,2017/8/13 15:47,C,饮料,碳酸饮料
3.5,王老吉（罐）,2017/8/13 15:50,C,饮料,茶饮料
3.0,雪碧最新款,2017/8/13 15:54,C,饮料,碳酸饮料
3.5,可口可乐330ml,2017/8/13 16:08,C,饮料,碳酸饮料
3.0,怡宝纯净水,2017/8/13 16:12,C,饮料,水
3.0,怡宝纯净水,2017/8/13 16:13,C,饮料,水
5.0,脉动,2017/8/13 16:25,C,饮料,功能饮料
4.5,营养快线,2017/8/13 16:36,C,饮料,乳制品
0.8,咪咪虾条马来西亚风味,2017/8/13 16:37,C,非饮料,膨化食品
3.0,13g无穷烤鸡小腿蜂蜜味,2017/8/13 16:40,C,非饮料,肉干/豆制品/蛋
3.5,果粒橙,2017/8/13 17:03,C,饮料,果蔬饮料
5.0,营养快线,2017/8/13 17:05,C,饮料,乳制品
4.0,阿萨姆奶茶,2017/8/13 17:33,C,饮料,茶饮料
5.0,阿萨姆奶茶,2017/8/13 17:49,C,饮料,茶饮料
1.2,康师傅矿泉水,2017/8/13 17:54,C,饮料,水
3.5,统一冰红茶,2017/8/13 18:05,C,饮料,茶饮料
3.5,芬达330ml,2017/8/13 18:11,C,饮料,碳酸饮料
5.0,阿萨姆奶茶,2017/8/13 18:21,C,饮料,茶饮料
5.0,脉动,2017/8/13 18:25,C,饮料,功能饮料
3.5,统一绿茶,2017/8/13 18:33,C,饮料,茶饮料
3.0,怡宝,2017/8/13 19:06,C,饮料,水
3.0,怡宝纯净水,2017/8/13 19:21,C,饮料,水
3.0,怡宝,2017/8/13 19:30,C,饮料,水
4.5,脉动,2017/8/13 19:33,C,饮料,功能饮料
3.0,芬达330ml,2017/8/13 19:55,C,饮料,碳酸饮料
5.0,营养快线,2017/8/13 20:14,C,饮料,乳制品
25.0,芙蓉王,2017/8/13 22:17,C,非饮料,香烟
10.0,口味王槟榔（绿）,2017/8/13 22:55,C,非饮料,蜜饯/果干
3.0,怡宝纯净水,2017/8/14 08:32,C,饮料,水
4.5,脉动,2017/8/14 08:47,C,饮料,功能饮料
3.0,可口可乐330ml,2017/8/14 08:51,C,饮料,碳酸饮料
3.0,250ml维他柠檬茶,2017/8/14 09:00,C,饮料,茶饮料
3.0,可口可乐330ml,2017/8/14 09:00,C,饮料,碳酸饮料
3.0,可口可乐330ml,2017/8/14 09:15,C,饮料,碳酸饮料
3.0,怡宝纯净水,2017/8/14 09:18,C,饮料,水
4.0,王老吉（罐）,2017/8/14 09:25,C,饮料,茶饮料
3.0,怡宝纯净水,2017/8/14 09:37,C,饮料,水
5.0,脉动,2017/8/14 09:45,C,饮料,功能饮料
3.5,芬达330ml,2017/8/14 09:50,C,饮料,碳酸饮料
4.5,阿萨姆奶茶,2017/8/14 10:16,C,饮料,茶饮料
5.0,阿萨姆奶茶,2017/8/14 11:04,C,饮料,茶饮料
4.0,果粒橙,2017/8/14 11:31,C,饮料,果蔬饮料
3.5,芬达330ml,2017/8/14 12:15,C,饮料,碳酸饮料
3.0,怡宝纯净水,2017/8/14 12:33,C,饮料,水
3.0,怡宝纯净水,2017/8/14 12:37,C,饮料,水
3.0,怡宝纯净水,2017/8/14 12:38,C,饮料,水
10.0,口味王槟榔（绿）,2017/8/14 12:44,C,非饮料,蜜饯/果干
3.5,东鹏特饮,2017/8/14 12:50,C,饮料,功能饮料
3.0,雪碧最新款,2017/8/14 12:55,C,饮料,碳酸饮料
3.0,怡宝纯净水,2017/8/14 13:48,C,饮料,水
4.0,营养快线,2017/8/14 13:53,C,饮料,乳制品
3.0,雪碧最新款,2017/8/14 14:05,C,饮料,碳酸饮料
3.0,怡宝纯净水,2017/8/14 14:08,C,饮料,水
0.1,小糖衣血糖仪,2017/8/14 14:43,C,非饮料,其他
3.0,雪碧最新款,2017/8/14 14:57,C,饮料,碳酸饮料
4.0,统一冰红茶,2017/8/14 15:11,C,饮料,茶饮料
3.0,怡宝纯净水,2017/8/14 15:23,C,饮料,水
4.5,40g呀土豆薯片滋香烤鸡味,2017/8/14 15:29,C,非饮料,膨化食品
3.5,芬达330ml,2017/8/14 15:37,C,饮料,碳酸饮料
10.0,口味王槟榔（绿）,2017/8/14 15:42,C,非饮料,蜜饯/果干
3.5,雪碧330ml,2017/8/14 16:15,C,饮料,碳酸饮料
4.0,王老吉（罐）,2017/8/14 16:17,C,饮料,茶饮料
3.0,怡宝纯净水,2017/8/14 16:28,C,饮料,水
3.0,怡宝,2017/8/14 16:29,C,饮料,水
4.0,熊字饼,2017/8/14 16:31,C,非饮料,饼干糕点
4.0,熊字饼,2017/8/14 16:35,C,非饮料,饼干糕点
3.0,怡宝纯净水,2017/8/14 16:45,C,饮料,水
4.5,阿萨姆奶茶,2017/8/14 16:48,C,饮料,茶饮料
5.0,王老吉（500ml）,2017/8/14 16:57,C,饮料,茶饮料
1.5,40g双汇玉米热狗肠,2017/8/14 17:10,C,非饮料,肉干/豆制品/蛋
3.0,统一冰红茶,2017/8/14 17:30,C,饮料,茶饮料
4.0,脉动,2017/8/14 17:34,C,饮料,功能饮料
4.5,营养快线,2017/8/14 17:36,C,饮料,乳制品
3.5,统一冰红茶,2017/8/14 18:13,C,饮料,茶饮料
3.0,怡宝纯净水,2017/8/14 18:24,C,饮料,水
5.0,营养快线,2017/8/14 18:39,C,饮料,乳制品
4.0,王老吉（500ml）,2017/8/14 18:51,C,饮料,茶饮料
3.0,统一冰红茶,2017/8/14 19:40,C,饮料,茶饮料
3.0,怡宝纯净水,2017/8/14 19:44,C,饮料,水
4.5,乐虎,2017/8/14 19:45,C,饮料,功能饮料
4.5,乐虎,2017/8/14 20:13,C,饮料,功能饮料
4.5,脉动,2017/8/14 20:15,C,饮料,功能饮料
5.0,脉动,2017/8/14 20:47,C,饮料,功能饮料
3.0,芬达330ml,2017/8/14 22:22,C,饮料,碳酸饮料
3.0,怡宝纯净水,2017/8/15 08:25,C,饮料,水
2.0,75g新麦潮天然酵母面包（北海道牛奶风味）,2017/8/15 08:38,C,非饮料,饼干糕点
1.0,小鱼仔,2017/8/15 08:38,C,非饮料,海味零食
4.5,营养快线,2017/8/15 08:57,C,饮料,乳制品
3.0,芬达330ml,2017/8/15 09:05,C,饮料,碳酸饮料
2.0,伊利优酸乳,2017/8/15 09:13,C,饮料,乳制品
3.0,怡宝纯净水,2017/8/15 09:18,C,饮料,水
3.0,可口可乐最新款,2017/8/15 09:20,C,饮料,碳酸饮料
3.0,果粒橙,2017/8/15 09:21,C,饮料,果蔬饮料
1.5,12g劲仔小鱼麻辣味,2017/8/15 09:42,C,非饮料,肉干/豆制品/蛋
3.0,芬达330ml,2017/8/15 10:52,C,饮料,碳酸饮料
4.5,脉动,2017/8/15 12:10,C,饮料,功能饮料
3.5,芬达330ml,2017/8/15 12:16,C,饮料,碳酸饮料
4.5,脉动,2017/8/15 12:26,C,饮料,功能饮料
5.0,小茗同学,2017/8/15 12:27,C,饮料,茶饮料
4.0,阿萨姆奶茶,2017/8/15 12:34,C,饮料,茶饮料
4.0,阿萨姆煎茶奶绿,2017/8/15 12:40,C,饮料,茶饮料
2.0,怡宝纯净水,2017/8/15 13:12,C,饮料,水
0.1,小糖衣血糖仪,2017/8/15 13:17,C,非饮料,其他
5.0,王老吉（500ml）,2017/8/15 13:34,C,饮料,茶饮料
3.5,统一冰红茶,2017/8/15 15:09,C,饮料,茶饮料
3.0,怡宝纯净水,2017/8/15 15:16,C,饮料,水
3.0,怡宝纯净水,2017/8/15 15:34,C,饮料,水
3.0,怡宝纯净水,2017/8/15 15:39,C,饮料,水
5.0,阿萨姆奶茶,2017/8/15 15:54,C,饮料,茶饮料
5.0,脉动,2017/8/15 15:55,C,饮料,功能饮料
3.0,怡宝纯净水,2017/8/15 16:05,C,饮料,水
4.5,脉动,2017/8/15 16:30,C,饮料,功能饮料
2.0,伊利优酸乳,2017/8/15 16:36,C,饮料,乳制品
3.0,怡宝纯净水,2017/8/15 17:01,C,饮料,水
4.5,40g乐事薯片墨西哥鸡汁番茄味,2017/8/15 17:04,C,非饮料,膨化食品
3.0,果粒橙,2017/8/15 17:04,C,饮料,果蔬饮料
4.0,果粒橙,2017/8/15 17:13,C,饮料,果蔬饮料
4.5,阿萨姆奶茶,2017/8/15 17:18,C,饮料,茶饮料
5.0,脉动,2017/8/15 17:20,C,饮料,功能饮料
3.0,印尼芝士威化饼干,2017/8/15 17:30,C,非饮料,饼干糕点
3.5,统一冰红茶,2017/8/15 17:33,C,饮料,茶饮料
4.0,统一绿茶,2017/8/15 17:39,C,饮料,茶饮料
3.0,怡宝纯净水,2017/8/15 17:45,C,饮料,水
3.0,怡宝,2017/8/15 17:53,C,饮料,水
3.0,怡宝纯净水,2017/8/15 18:09,C,饮料,水
3.0,怡宝纯净水,2017/8/15 18:15,C,饮料,水
3.5,统一绿茶,2017/8/15 18:29,C,饮料,茶饮料
12.5,益力多100g*5瓶,2017/8/15 18:34,C,饮料,乳制品
3.0,可口可乐最新款,2017/8/15 19:05,C,饮料,碳酸饮料
5.0,脉动,2017/8/15 19:08,C,饮料,功能饮料
5.0,王老吉（500ml）,2017/8/15 19:11,C,饮料,茶饮料
6.0,红牛,2017/8/15 21:49,C,饮料,功能饮料
4.5,脉动,2017/8/16 03:59,C,饮料,功能饮料
3.0,雪碧最新款,2017/8/16 08:38,C,饮料,碳酸饮料
3.0,统一绿茶,2017/8/16 08:41,C,饮料,茶饮料
4.0,王老吉（罐）,2017/8/16 08:46,C,饮料,茶饮料
3.0,怡宝纯净水,2017/8/16 08:47,C,饮料,水
4.0,果粒橙,2017/8/16 08:58,C,饮料,果蔬饮料
3.0,怡宝纯净水,2017/8/16 09:21,C,饮料,水
5.0,脉动,2017/8/16 09:44,C,饮料,功能饮料
5.0,脉动,2017/8/16 10:25,C,饮料,功能饮料
5.0,阿萨姆奶茶,2017/8/16 11:25,C,饮料,茶饮料
3.0,怡宝纯净水,2017/8/16 11:55,C,饮料,水
3.0,怡宝纯净水,2017/8/16 11:57,C,饮料,水
3.5,可口可乐330ml,2017/8/16 12:28,C,饮料,碳酸饮料
3.0,怡宝,2017/8/16 12:48,C,饮料,水
5.0,营养快线,2017/8/16 13:12,C,饮料,乳制品
4.5,营养快线,2017/8/16 13:13,C,饮料,乳制品
3.5,芬达330ml,2017/8/16 13:28,C,饮料,碳酸饮料
4.0,统一冰红茶,2017/8/16 13:31,C,饮料,茶饮料
5.0,脉动,2017/8/16 13:49,C,饮料,功能饮料
3.0,伊利优酸乳,2017/8/16 14:38,C,饮料,乳制品
4.0,营养快线,2017/8/16 15:40,C,饮料,乳制品
3.0,怡宝,2017/8/16 15:49,C,饮料,水
3.0,统一冰红茶,2017/8/16 16:18,C,饮料,茶饮料
4.5,阿萨姆奶茶,2017/8/16 16:35,C,饮料,茶饮料
3.0,怡宝,2017/8/16 16:47,C,饮料,水
3.5,芬达330ml,2017/8/16 16:59,C,饮料,碳酸饮料
3.5,统一冰红茶,2017/8/16 17:26,C,饮料,茶饮料
4.0,王老吉（罐）,2017/8/16 17:43,C,饮料,茶饮料
3.0,可口可乐最新款,2017/8/16 17:57,C,饮料,碳酸饮料
10.0,口味王槟榔（绿）,2017/8/16 18:06,C,非饮料,蜜饯/果干
12.5,100g*5瓶益力多,2017/8/16 18:07,C,饮料,乳制品
3.5,统一冰红茶,2017/8/16 18:15,C,饮料,茶饮料
3.5,东鹏特饮,2017/8/16 19:00,C,饮料,功能饮料
4.0,营养快线,2017/8/16 19:08,C,饮料,乳制品
3.0,怡宝纯净水,2017/8/16 19:14,C,饮料,水
5.0,王老吉（500ml）,2017/8/16 21:27,C,饮料,茶饮料
2.0,怡宝纯净水,2017/8/17 00:14,C,饮料,水
3.5,东鹏特饮,2017/8/17 00:15,C,饮料,功能饮料
3.5,东鹏特饮,2017/8/17 01:30,C,饮料,功能饮料
2.0,香脆肠,2017/8/17 02:32,C,非饮料,肉干/豆制品/蛋
2.0,怡宝纯净水,2017/8/17 03:44,C,饮料,水
6.0,红牛,2017/8/17 05:38,C,饮料,功能饮料
6.0,红牛,2017/8/17 06:31,C,饮料,功能饮料
4.5,好吃点,2017/8/17 07:24,C,非饮料,饼干糕点
3.0,怡宝纯净水,2017/8/17 09:02,C,饮料,水
3.0,怡宝纯净水,2017/8/17 09:28,C,饮料,水
3.0,统一冰红茶,2017/8/17 10:43,C,饮料,茶饮料
3.0,卫龙大面筋,2017/8/17 10:44,C,非饮料,肉干/豆制品/蛋
5.0,王老吉（500ml）,2017/8/17 12:22,C,饮料,茶饮料
2.5,可口可乐330ml,2017/8/17 12:29,C,饮料,碳酸饮料
1.0,12g劲仔小鱼麻辣味,2017/8/17 12:48,C,非饮料,肉干/豆制品/蛋
2.5,可口可乐330ml,2017/8/17 12:51,C,饮料,碳酸饮料
3.5,芬达330ml,2017/8/17 12:58,C,饮料,碳酸饮料
4.5,阿萨姆奶茶,2017/8/17 13:04,C,饮料,茶饮料
2.0,伊利优酸乳,2017/8/17 13:08,C,饮料,乳制品
3.0,雪碧最新款,2017/8/17 13:11,C,饮料,碳酸饮料
3.0,怡宝纯净水,2017/8/17 13:12,C,饮料,水
1.0,好吃点小饼干,2017/8/17 13:19,C,非饮料,饼干糕点
3.0,13g无穷烤鸡小腿蜂蜜味,2017/8/17 13:25,C,非饮料,肉干/豆制品/蛋
4.0,果粒橙,2017/8/17 13:28,C,饮料,果蔬饮料
3.0,怡宝纯净水,2017/8/17 13:33,C,饮料,水
4.5,脉动,2017/8/17 13:34,C,饮料,功能饮料
1.5,香脆肠,2017/8/17 13:39,C,非饮料,肉干/豆制品/蛋
3.0,怡宝纯净水,2017/8/17 13:46,C,饮料,水
5.0,脉动,2017/8/17 14:07,C,饮料,功能饮料
3.0,250ml维他原味豆奶,2017/8/17 14:11,C,饮料,植物蛋白
15.0,口味王槟榔（红）,2017/8/17 14:27,C,非饮料,蜜饯/果干
3.0,怡宝,2017/8/17 14:49,C,饮料,水
3.0,250ml维他柠檬茶,2017/8/17 15:06,C,饮料,茶饮料
1.5,香豆干,2017/8/17 15:10,C,非饮料,肉干/豆制品/蛋
6.5,91g徐福记凤梨酥,2017/8/17 15:11,C,非饮料,饼干糕点
4.5,椰树牌椰汁,2017/8/17 15:11,C,饮料,植物蛋白
4.0,阿萨姆奶茶,2017/8/17 15:19,C,饮料,茶饮料
4.0,尖叫,2017/8/17 15:20,C,饮料,功能饮料
3.0,可口可乐最新款,2017/8/17 15:26,C,饮料,碳酸饮料
4.5,脉动,2017/8/17 15:30,C,饮料,功能饮料
10.0,225g味之不规则饼干芝士味,2017/8/17 15:52,C,非饮料,饼干糕点
5.0,脉动,2017/8/17 16:09,C,饮料,功能饮料
4.0,熊字饼,2017/8/17 16:37,C,非饮料,饼干糕点
2.5,可口可乐330ml,2017/8/17 17:10,C,饮料,碳酸饮料
4.0,王老吉（500ml）,2017/8/17 17:13,C,饮料,茶饮料
5.0,脉动,2017/8/17 17:46,C,饮料,功能饮料
5.0,脉动,2017/8/17 18:05,C,饮料,功能饮料
4.0,脉动,2017/8/17 18:09,C,饮料,功能饮料
5.0,脉动,2017/8/17 18:10,C,饮料,功能饮料
6.0,红牛,2017/8/17 18:11,C,饮料,功能饮料
5.0,小茗同学,2017/8/17 19:01,C,饮料,茶饮料
10.0,和成天下（黄）,2017/8/17 19:31,C,非饮料,香烟
10.0,和成天下（黄）,2017/8/17 19:33,C,非饮料,香烟
3.5,东鹏特饮,2017/8/17 19:49,C,饮料,功能饮料
15.0,口味王槟榔（红）,2017/8/17 19:51,C,非饮料,蜜饯/果干
2.0,怡宝纯净水,2017/8/17 19:54,C,饮料,水
5.0,阿萨姆奶茶,2017/8/17 19:55,C,饮料,茶饮料
3.5,统一绿茶,2017/8/17 19:56,C,饮料,茶饮料
2.0,怡宝纯净水,2017/8/17 19:57,C,饮料,水
4.5,脉动,2017/8/17 19:58,C,饮料,功能饮料
3.5,统一绿茶,2017/8/17 20:00,C,饮料,茶饮料
3.0,怡宝纯净水,2017/8/17 20:01,C,饮料,水
3.0,可口可乐最新款,2017/8/17 20:02,C,饮料,碳酸饮料
2.0,香脆肠,2017/8/17 20:03,C,非饮料,肉干/豆制品/蛋
3.5,东鹏特饮,2017/8/17 20:21,C,饮料,功能饮料
3.0,可口可乐（500ml）,2017/8/17 20:50,C,饮料,碳酸饮料
3.0,可口可乐330ml,2017/8/17 21:15,C,饮料,碳酸饮料
3.0,可口可乐最新款,2017/8/17 21:20,C,饮料,碳酸饮料
3.0,维他奶,2017/8/17 21:25,C,饮料,植物蛋白
3.0,伊利纯牛奶,2017/8/17 21:27,C,饮料,乳制品
3.0,怡宝纯净水,2017/8/17 21:39,C,饮料,水
2.5,伊利优酸乳,2017/8/17 21:58,C,饮料,乳制品
2.0,怡宝纯净水,2017/8/17 22:22,C,饮料,水
3.0,250ml维他柠檬茶,2017/8/17 22:42,C,饮料,茶饮料
5.0,脉动,2017/8/17 22:42,C,饮料,功能饮料
3.0,怡宝纯净水,2017/8/17 22:44,C,饮料,水
2.0,鸭翅,2017/8/17 22:49,C,非饮料,肉干/豆制品/蛋
3.0,芬达330ml,2017/8/17 22:54,C,饮料,碳酸饮料
1.5,香豆干,2017/8/18 00:44,C,非饮料,肉干/豆制品/蛋
4.0,营养快线,2017/8/18 01:24,C,饮料,乳制品
4.0,王老吉（罐）,2017/8/18 02:21,C,饮料,茶饮料
5.0,营养快线,2017/8/18 05:52,C,饮料,乳制品
15.0,口味王槟榔（红）,2017/8/18 08:03,C,非饮料,蜜饯/果干
5.0,王老吉（500ml）,2017/8/18 08:51,C,饮料,茶饮料
12.5,100g*5瓶益力多,2017/8/18 08:56,C,饮料,乳制品
3.5,东鹏特饮,2017/8/18 09:07,C,饮料,功能饮料
2.0,怡宝纯净水,2017/8/18 09:09,C,饮料,水
3.0,怡宝纯净水,2017/8/18 09:20,C,饮料,水
6.0,78g合味道杯面香菇炖鸡风味,2017/8/18 10:15,C,非饮料,方便速食
3.0,雪碧（500ml）,2017/8/18 10:15,C,饮料,碳酸饮料
1.5,香豆干,2017/8/18 10:27,C,非饮料,肉干/豆制品/蛋
3.0,怡宝纯净水,2017/8/18 10:42,C,饮料,水
3.5,统一冰红茶,2017/8/18 11:41,C,饮料,茶饮料
3.5,果粒橙,2017/8/18 11:52,C,饮料,果蔬饮料
3.5,统一冰红茶,2017/8/18 12:05,C,饮料,茶饮料
1.0,香豆干,2017/8/18 12:19,C,非饮料,肉干/豆制品/蛋
3.0,怡宝纯净水,2017/8/18 12:25,C,饮料,水
3.0,芬达330ml,2017/8/18 13:21,C,饮料,碳酸饮料
5.0,王老吉（500ml）,2017/8/18 14:15,C,饮料,茶饮料
5.0,脉动,2017/8/18 14:45,C,饮料,功能饮料
4.5,250ml燕塘原味酸奶,2017/8/18 14:48,C,饮料,乳制品
2.8,旺仔牛奶,2017/8/18 14:54,C,饮料,乳制品
3.0,怡宝纯净水,2017/8/18 14:54,C,饮料,水
3.0,怡宝纯净水,2017/8/18 14:55,C,饮料,水
3.0,怡宝纯净水,2017/8/18 15:08,C,饮料,水
3.5,伊利优酸乳,2017/8/18 15:11,C,饮料,乳制品
3.0,伊利优酸乳,2017/8/18 15:15,C,饮料,乳制品
5.0,阿萨姆奶茶,2017/8/18 15:36,C,饮料,茶饮料
3.5,东鹏特饮,2017/8/18 15:49,C,饮料,功能饮料
5.0,阿萨姆奶茶,2017/8/18 15:51,C,饮料,茶饮料
3.0,怡宝纯净水,2017/8/18 15:57,C,饮料,水
3.5,芬达330ml,2017/8/18 15:59,C,饮料,碳酸饮料
3.0,怡宝纯净水,2017/8/18 16:02,C,饮料,水
3.0,怡宝纯净水,2017/8/18 16:03,C,饮料,水
4.0,营养快线,2017/8/18 16:04,C,饮料,乳制品
3.0,雪碧最新款,2017/8/18 16:05,C,饮料,碳酸饮料
3.0,怡宝纯净水,2017/8/18 16:06,C,饮料,水
5.0,王老吉（500ml）,2017/8/18 16:07,C,饮料,茶饮料
2.5,85g新麦潮北海道吐司,2017/8/18 16:08,C,非饮料,饼干糕点
5.0,脉动,2017/8/18 16:08,C,饮料,功能饮料
4.0,脉动,2017/8/18 16:09,C,饮料,功能饮料
3.0,怡宝纯净水,2017/8/18 16:11,C,饮料,水
3.0,怡宝纯净水,2017/8/18 16:15,C,饮料,水
4.0,熊字饼,2017/8/18 16:20,C,非饮料,饼干糕点
3.0,怡宝纯净水,2017/8/18 16:22,C,饮料,水
6.0,86g合味道浓猪骨味,2017/8/18 16:23,C,非饮料,方便速食
3.0,怡宝纯净水,2017/8/18 16:23,C,饮料,水
4.0,银鹭八宝粥,2017/8/18 16:42,C,饮料,方便速食
2.0,怡宝纯净水,2017/8/18 16:43,C,饮料,水
4.0,阿萨姆煎茶奶绿,2017/8/18 16:45,C,饮料,茶饮料
4.0,王老吉（罐）,2017/8/18 16:47,C,饮料,茶饮料
2.5,伊利优酸乳,2017/8/18 16:48,C,饮料,乳制品
4.5,阿萨姆奶茶,2017/8/18 16:51,C,饮料,茶饮料
3.0,怡宝,2017/8/18 17:17,C,饮料,水
3.0,怡宝纯净水,2017/8/18 17:29,C,饮料,水
3.0,伊利优酸乳,2017/8/18 17:32,C,饮料,乳制品
4.0,果粒橙,2017/8/18 17:35,C,饮料,果蔬饮料
1.5,小鱼仔,2017/8/18 17:37,C,非饮料,海味零食
3.0,统一绿茶,2017/8/18 17:45,C,饮料,茶饮料
5.0,脉动,2017/8/18 17:46,C,饮料,功能饮料
5.0,王老吉（500ml）,2017/8/18 17:47,C,饮料,茶饮料
1.0,香豆干,2017/8/18 17:48,C,非饮料,肉干/豆制品/蛋
4.0,脉动,2017/8/18 17:50,C,饮料,功能饮料
0.1,小糖衣血糖仪,2017/8/18 17:51,C,非饮料,其他
1.0,香豆干,2017/8/18 17:52,C,非饮料,肉干/豆制品/蛋
3.6,32g卫龙亲嘴烧,2017/8/18 17:55,C,非饮料,肉干/豆制品/蛋
4.0,阿萨姆奶茶,2017/8/18 17:59,C,饮料,茶饮料
4.0,果粒橙,2017/8/18 18:11,C,饮料,果蔬饮料
3.0,怡宝纯净水,2017/8/18 18:16,C,饮料,水
3.0,怡宝纯净水,2017/8/18 18:24,C,饮料,水
3.0,怡宝纯净水,2017/8/18 18:26,C,饮料,水
3.0,雪碧（500ml）,2017/8/18 18:34,C,饮料,碳酸饮料
3.0,怡宝纯净水,2017/8/18 18:43,C,饮料,水
3.0,怡宝纯净水,2017/8/18 18:45,C,饮料,水
3.0,怡宝纯净水,2017/8/18 18:52,C,饮料,水
3.0,统一绿茶,2017/8/18 18:56,C,饮料,茶饮料
2.0,鸭翅,2017/8/18 18:57,C,非饮料,肉干/豆制品/蛋
3.0,怡宝纯净水,2017/8/18 19:00,C,饮料,水
5.0,脉动,2017/8/18 19:28,C,饮料,功能饮料
5.0,王老吉（500ml）,2017/8/18 19:48,C,饮料,茶饮料
6.0,红牛,2017/8/18 20:04,C,饮料,功能饮料
4.0,统一冰红茶,2017/8/18 21:36,C,饮料,茶饮料
3.0,怡宝纯净水,2017/8/18 22:26,C,饮料,水
5.0,脉动,2017/8/18 22:39,C,饮料,功能饮料
10.0,口味王槟榔（绿）,2017/8/18 22:40,C,非饮料,蜜饯/果干
2.5,凤爪,2017/8/18 23:02,C,非饮料,肉干/豆制品/蛋
5.0,脉动,2017/8/19 06:36,C,饮料,功能饮料
3.5,东鹏特饮,2017/8/19 07:57,C,饮料,功能饮料
3.0,印尼芝士威化饼干,2017/8/19 08:16,C,非饮料,饼干糕点
3.0,怡宝,2017/8/19 09:07,C,饮料,水
3.5,芬达330ml,2017/8/19 09:10,C,饮料,碳酸饮料
3.5,伊利优酸乳,2017/8/19 09:15,C,饮料,乳制品
3.5,果粒橙,2017/8/19 09:17,C,饮料,果蔬饮料
3.0,芬达330ml,2017/8/19 09:24,C,饮料,碳酸饮料
3.0,怡宝,2017/8/19 09:56,C,饮料,水
2.5,13g无穷烤鸡小腿蜂蜜味,2017/8/19 10:00,C,非饮料,肉干/豆制品/蛋
4.5,阿萨姆奶茶,2017/8/19 10:25,C,饮料,茶饮料
4.0,王老吉（罐）,2017/8/19 10:58,C,饮料,茶饮料
4.0,阿萨姆奶茶,2017/8/19 12:06,C,饮料,茶饮料
2.5,13g无穷烤鸡小腿蜂蜜味,2017/8/19 12:24,C,非饮料,肉干/豆制品/蛋
3.0,可口可乐最新款,2017/8/19 12:26,C,饮料,碳酸饮料
