金额,商品,支付时间,地点,商品大类,商品二级类
3.0,250ml维他奶巧克力味,2017/10/14 09:36,D,饮料,植物蛋白
4.5,68g好丽友巧克力派2枚,2017/10/14 11:04,D,非饮料,饼干糕点
4.0,脉动,2017/10/14 11:38,D,饮料,功能饮料
3.0,13g无穷烤鸡小腿蜂蜜味,2017/10/14 11:50,D,非饮料,肉干/豆制品/蛋
2.5,13g无穷烤鸡小腿蜂蜜味,2017/10/14 12:21,D,非饮料,肉干/豆制品/蛋
7.0,150g洽洽原香瓜子,2017/10/14 13:08,D,非饮料,坚果炒货
0.8,20g马来西亚风味咪咪蟹味粒0219,2017/10/14 13:18,D,非饮料,膨化食品
3.0,果粒橙,2017/10/14 14:46,D,饮料,果蔬饮料
3.0,统一冰红茶,2017/10/14 15:01,D,饮料,茶饮料
3.5,王老吉（罐）,2017/10/14 15:15,D,饮料,茶饮料
6.0,红牛,2017/10/14 15:31,D,饮料,功能饮料
3.0,果粒橙,2017/10/14 16:18,D,饮料,果蔬饮料
3.0,果粒橙,2017/10/14 16:24,D,饮料,果蔬饮料
4.0,银鹭八宝粥,2017/10/14 16:34,D,饮料,方便速食
3.0,果粒橙,2017/10/14 16:41,D,饮料,果蔬饮料
3.0,可口可乐330ml,2017/10/14 16:46,D,饮料,碳酸饮料
4.0,营养快线,2017/10/14 17:11,D,饮料,乳制品
6.0,雀巢咖啡,2017/10/14 17:12,D,饮料,咖啡
3.0,统一冰红茶,2017/10/14 17:21,D,饮料,茶饮料
1.0,香豆干,2017/10/14 17:32,D,非饮料,肉干/豆制品/蛋
3.0,可口可乐330ml,2017/10/14 17:51,D,饮料,碳酸饮料
3.0,统一冰红茶,2017/10/14 17:52,D,饮料,茶饮料
3.0,可口可乐330ml,2017/10/14 17:55,D,饮料,碳酸饮料
4.0,脉动,2017/10/14 17:59,D,饮料,功能饮料
2.0,怡宝纯净水,2017/10/14 18:01,D,饮料,水
4.0,脉动,2017/10/14 18:02,D,饮料,功能饮料
4.0,阿萨姆煎茶奶绿,2017/10/14 18:25,D,饮料,茶饮料
2.5,伊利优酸乳,2017/10/14 19:10,D,饮料,乳制品
3.5,东鹏特饮,2017/10/14 19:12,D,饮料,功能饮料
3.0,果粒橙,2017/10/14 19:13,D,饮料,果蔬饮料
2.0,怡宝纯净水,2017/10/14 19:59,D,饮料,水
3.0,统一绿茶,2017/10/14 20:04,D,饮料,茶饮料
3.0,果粒橙,2017/10/14 20:07,D,饮料,果蔬饮料
3.0,250ml维他原味豆奶,2017/10/14 20:08,D,饮料,植物蛋白
3.0,果粒橙,2017/10/14 20:14,D,饮料,果蔬饮料
3.0,13g无穷烤鸡小腿蜂蜜味,2017/10/14 20:19,D,非饮料,肉干/豆制品/蛋
3.0,统一冰红茶,2017/10/14 20:30,D,饮料,茶饮料
3.0,可口可乐330ml,2017/10/14 20:32,D,饮料,碳酸饮料
3.0,可口可乐330ml,2017/10/14 20:45,D,饮料,碳酸饮料
10.0,口味王槟榔（绿）,2017/10/14 20:46,D,非饮料,蜜饯/果干
3.0,美年达（罐）,2017/10/14 20:49,D,饮料,碳酸饮料
3.0,250ml维他原味豆奶,2017/10/14 21:14,D,饮料,植物蛋白
1.5,40g双汇玉米热狗肠,2017/10/14 21:44,D,非饮料,肉干/豆制品/蛋
4.0,阿萨姆奶茶,2017/10/14 23:07,D,饮料,茶饮料
3.0,250ml维他柠檬茶,2017/10/14 23:51,D,饮料,茶饮料
4.5,78g卫龙亲嘴语辣条,2017/10/15 00:07,D,非饮料,肉干/豆制品/蛋
5.5,205g伊利安慕希原味,2017/10/15 00:37,D,饮料,乳制品
3.0,卫龙大面筋,2017/10/15 02:42,D,非饮料,肉干/豆制品/蛋
3.0,250ml维他柠檬茶,2017/10/15 02:49,D,饮料,茶饮料
2.0,5片装益达绿箭口香糖,2017/10/15 04:03,D,非饮料,糖果/巧克力
3.2,20g咪咪虾条马来西亚风味,2017/10/15 04:05,D,非饮料,膨化食品
4.5,85g嘉士利果乐果香夹心饼干蓝莓味,2017/10/15 04:54,D,非饮料,饼干糕点
2.5,145ml旺仔牛奶盒装,2017/10/15 07:26,D,饮料,乳制品
3.0,250ml维他柠檬茶,2017/10/15 07:30,D,饮料,茶饮料
6.5,148g富甲一方紫薯仔,2017/10/15 08:05,D,非饮料,蜜饯/果干
1.5,劲仔小鱼（麻辣味）,2017/10/15 10:29,D,非饮料,肉干/豆制品/蛋
2.0,75g新麦潮天然酵母面包（北海道牛奶风味）,2017/10/15 10:50,D,非饮料,饼干糕点
3.0,统一冰红茶,2017/10/15 11:04,D,饮料,茶饮料
4.0,阿萨姆奶茶,2017/10/15 11:45,D,饮料,茶饮料
2.0,鸭翅,2017/10/15 11:56,D,非饮料,肉干/豆制品/蛋
6.5,430g泰奇八宝粥,2017/10/15 13:13,D,非饮料,方便速食
3.0,58g丽芝士纳宝帝奶酪威化饼干,2017/10/15 13:21,D,非饮料,饼干糕点
2.0,怡宝纯净水,2017/10/15 13:43,D,饮料,水
4.0,银鹭八宝粥,2017/10/15 14:18,D,饮料,方便速食
4.0,脉动,2017/10/15 14:29,D,饮料,功能饮料
2.0,怡宝纯净水,2017/10/15 15:41,D,饮料,水
1.8,32g卫龙亲嘴烧,2017/10/15 15:49,D,非饮料,肉干/豆制品/蛋
6.0,红牛,2017/10/15 16:17,D,饮料,功能饮料
2.0,怡宝纯净水,2017/10/15 16:20,D,饮料,水
4.5,68g好丽友巧克力派2枚,2017/10/15 16:23,D,非饮料,饼干糕点
4.0,营养快线,2017/10/15 16:32,D,饮料,乳制品
4.0,王老吉（500ml）,2017/10/15 16:34,D,饮料,茶饮料
3.0,统一冰红茶,2017/10/15 16:50,D,饮料,茶饮料
4.0,营养快线,2017/10/15 17:01,D,饮料,乳制品
4.0,脉动,2017/10/15 17:31,D,饮料,功能饮料
4.5,40g乐事薯片黄瓜味,2017/10/15 17:34,D,非饮料,膨化食品
10.0,口味王槟榔（绿）,2017/10/15 18:00,D,非饮料,蜜饯/果干
4.0,营养快线,2017/10/15 19:11,D,饮料,乳制品
4.0,阿萨姆奶茶,2017/10/15 20:07,D,饮料,茶饮料
1.0,香豆干,2017/10/15 20:35,D,非饮料,肉干/豆制品/蛋
2.0,怡宝纯净水,2017/10/15 20:37,D,饮料,水
3.5,东鹏特饮,2017/10/15 21:48,D,饮料,功能饮料
4.0,营养快线,2017/10/16 00:03,D,饮料,乳制品
4.0,阿萨姆奶茶,2017/10/16 00:05,D,饮料,茶饮料
6.0,红牛,2017/10/16 00:06,D,饮料,功能饮料
6.5,70g乐事薯片（黄瓜味）,2017/10/16 00:55,D,非饮料,膨化食品
6.0,86g合味道浓猪骨味,2017/10/16 01:24,D,非饮料,方便速食
8.0,160g盼盼手撕面包,2017/10/16 01:32,D,非饮料,饼干糕点
2.0,怡宝纯净水,2017/10/16 01:56,D,饮料,水
4.0,脉动,2017/10/16 02:05,D,饮料,功能饮料
4.0,王老吉（500ml）,2017/10/16 02:26,D,饮料,茶饮料
1.2,10g卫龙亲嘴烧香辣味,2017/10/16 08:01,D,非饮料,肉干/豆制品/蛋
2.5,30g无穷农场盐_鸡蛋,2017/10/16 08:15,D,非饮料,肉干/豆制品/蛋
1.8,32g卫龙亲嘴烧,2017/10/16 08:45,D,非饮料,肉干/豆制品/蛋
5.0,500ml农夫果园 (芒果+菠萝+番石榴),2017/10/16 08:48,D,饮料,果蔬饮料
3.0,250ml维他原味豆奶,2017/10/16 09:36,D,饮料,植物蛋白
4.0,美汁源果粒橙,2017/10/16 10:02,D,饮料,果蔬饮料
2.0,85g新麦潮北海道吐司,2017/10/16 11:24,D,非饮料,饼干糕点
6.0,480ml小茗同学冷泡溜溜哒茶,2017/10/16 13:47,D,饮料,茶饮料
4.0,营养快线,2017/10/16 14:39,D,饮料,乳制品
3.5,东鹏特饮,2017/10/16 16:01,D,饮料,功能饮料
0.8,20g咪咪虾条马来西亚风味,2017/10/16 16:05,D,非饮料,膨化食品
8.0,80g四洲粟一烧烧烤味,2017/10/16 16:18,D,非饮料,膨化食品
3.0,250ml维他奶巧克力味,2017/10/16 17:16,D,饮料,植物蛋白
3.5,王老吉（罐）,2017/10/16 18:58,D,饮料,茶饮料
4.0,阿萨姆奶茶,2017/10/16 19:15,D,饮料,茶饮料
1.0,香豆干,2017/10/16 19:29,D,非饮料,肉干/豆制品/蛋
1.0,小鱼仔,2017/10/16 19:30,D,非饮料,海味零食
3.0,雪碧最新款,2017/10/16 19:42,D,饮料,碳酸饮料
4.0,健能酸奶,2017/10/16 21:01,D,饮料,乳制品
3.0,雪碧最新款,2017/10/16 21:17,D,饮料,碳酸饮料
3.0,雪碧最新款,2017/10/16 21:30,D,饮料,碳酸饮料
1.5,40g双汇玉米热狗肠,2017/10/16 21:43,D,非饮料,肉干/豆制品/蛋
4.5,250ml燕塘红枣牛奶,2017/10/16 22:01,D,饮料,乳制品
4.5,250ml燕塘原味酸奶,2017/10/16 22:32,D,饮料,乳制品
3.0,统一冰红茶,2017/10/17 00:01,D,饮料,茶饮料
3.5,可乐可乐,2017/10/17 00:24,D,饮料,碳酸饮料
3.5,东鹏特饮,2017/10/17 00:51,D,饮料,功能饮料
3.5,东鹏特饮,2017/10/17 05:12,D,饮料,功能饮料
4.0,奥利奥原味芝士,2017/10/17 08:38,D,非饮料,饼干糕点
12.5,100g*5瓶益力多,2017/10/17 08:56,D,饮料,乳制品
4.5,250ml燕塘红枣牛奶,2017/10/17 10:27,D,饮料,乳制品
4.0,营养快线,2017/10/17 11:21,D,饮料,乳制品
6.0,红牛,2017/10/17 12:03,D,饮料,功能饮料
4.5,85g嘉士利果乐果香夹心饼干蓝莓味,2017/10/17 12:05,D,非饮料,饼干糕点
1.5,劲仔小鱼（麻辣味）,2017/10/17 12:10,D,非饮料,肉干/豆制品/蛋
2.0,怡宝纯净水,2017/10/17 13:17,D,饮料,水
7.0,70g乐事薯片原味,2017/10/17 13:21,D,非饮料,膨化食品
1.5,40g双汇玉米热狗肠,2017/10/17 13:57,D,非饮料,肉干/豆制品/蛋
4.5,250ml燕塘甜牛奶,2017/10/17 14:54,D,饮料,乳制品
6.0,红牛,2017/10/17 14:59,D,饮料,功能饮料
4.0,脉动,2017/10/17 15:30,D,饮料,功能饮料
3.2,2g韩国海牌海苔,2017/10/17 15:34,D,非饮料,海味零食
10.0,口味王槟榔（绿）,2017/10/17 16:37,D,非饮料,蜜饯/果干
3.0,可口可乐最新款,2017/10/17 17:28,D,饮料,碳酸饮料
7.0,泰奇八宝粥,2017/10/17 17:50,D,非饮料,方便速食
4.0,营养快线,2017/10/17 18:05,D,饮料,乳制品
4.0,脉动,2017/10/17 18:37,D,饮料,功能饮料
6.0,红牛,2017/10/17 18:38,D,饮料,功能饮料
6.0,330ml伊利畅意乳酸菌原味,2017/10/17 18:41,D,饮料,乳制品
4.5,250ml燕塘原味酸奶,2017/10/17 19:05,D,饮料,乳制品
3.5,东鹏特饮,2017/10/17 19:24,D,饮料,功能饮料
2.0,怡宝纯净水,2017/10/17 19:54,D,饮料,水
3.0,果粒橙,2017/10/17 20:08,D,饮料,果蔬饮料
3.0,13g无穷烤鸡小腿蜂蜜味,2017/10/17 20:18,D,非饮料,肉干/豆制品/蛋
5.5,268ml雀巢咖啡丝滑拿铁,2017/10/17 20:18,D,饮料,咖啡
6.0,红牛,2017/10/17 20:36,D,饮料,功能饮料
3.0,伊利纯牛奶,2017/10/17 20:49,D,饮料,乳制品
4.0,新麦潮手撕面包（提子味）,2017/10/17 20:52,D,非饮料,饼干糕点
2.5,伊利优酸乳,2017/10/17 21:03,D,饮料,乳制品
3.0,统一绿茶,2017/10/17 21:05,D,饮料,茶饮料
3.0,统一冰红茶,2017/10/17 21:10,D,饮料,茶饮料
3.0,可口可乐330ml,2017/10/17 21:14,D,饮料,碳酸饮料
3.5,东鹏特饮,2017/10/17 21:15,D,饮料,功能饮料
2.0,怡宝纯净水,2017/10/17 21:19,D,饮料,水
3.0,13g无穷烤鸡小腿蜂蜜味,2017/10/17 21:35,D,非饮料,肉干/豆制品/蛋
2.0,75g新麦潮天然酵母面包（北海道牛奶风味）,2017/10/17 21:37,D,非饮料,饼干糕点
4.0,阿萨姆奶茶,2017/10/17 21:41,D,饮料,茶饮料
3.5,东鹏特饮,2017/10/17 21:44,D,饮料,功能饮料
2.0,双汇玉米热狗肠,2017/10/17 23:16,D,非饮料,肉干/豆制品/蛋
1.5,香豆干,2017/10/17 23:25,D,非饮料,肉干/豆制品/蛋
1.6,20g咪咪虾条马来西亚风味,2017/10/18 00:17,D,非饮料,膨化食品
3.0,250ml维他原味豆奶,2017/10/18 01:54,D,饮料,植物蛋白
4.5,500ml加多宝,2017/10/18 02:58,D,饮料,茶饮料
4.5,40g乐事美国经典原味,2017/10/18 06:17,D,非饮料,膨化食品
3.0,40g双汇玉米热狗肠,2017/10/18 10:04,D,非饮料,肉干/豆制品/蛋
4.0,脉动,2017/10/18 10:14,D,饮料,功能饮料
4.0,脉动,2017/10/18 11:49,D,饮料,功能饮料
1.2,10g卫龙亲嘴烧香辣味,2017/10/18 12:25,D,非饮料,肉干/豆制品/蛋
5.5,480ml小茗同学冷泡青柠红茶,2017/10/18 12:31,D,饮料,茶饮料
3.0,卫龙大面筋,2017/10/18 13:18,D,非饮料,肉干/豆制品/蛋
4.0,脉动,2017/10/18 13:19,D,饮料,功能饮料
3.0,果粒橙,2017/10/18 14:19,D,饮料,果蔬饮料
2.0,怡宝纯净水,2017/10/18 14:25,D,饮料,水
3.0,卫龙大面筋,2017/10/18 14:33,D,非饮料,肉干/豆制品/蛋
4.0,脉动,2017/10/18 14:49,D,饮料,功能饮料
3.0,果粒橙,2017/10/18 15:15,D,饮料,果蔬饮料
2.0,怡宝纯净水,2017/10/18 15:26,D,饮料,水
3.0,维他奶,2017/10/18 15:38,D,饮料,植物蛋白
4.0,阿萨姆奶茶,2017/10/18 15:42,D,饮料,茶饮料
4.0,王老吉（500ml）,2017/10/18 15:48,D,饮料,茶饮料
3.0,雪碧最新款,2017/10/18 16:06,D,饮料,碳酸饮料
6.0,86g合味道海鲜风味,2017/10/18 16:13,D,非饮料,方便速食
3.0,统一冰红茶,2017/10/18 16:16,D,饮料,茶饮料
3.0,统一冰红茶,2017/10/18 16:21,D,饮料,茶饮料
4.0,阿萨姆奶茶,2017/10/18 16:22,D,饮料,茶饮料
2.0,鸭翅,2017/10/18 16:49,D,非饮料,肉干/豆制品/蛋
6.0,红牛,2017/10/18 16:51,D,饮料,功能饮料
3.0,果粒橙,2017/10/18 16:53,D,饮料,果蔬饮料
3.0,统一绿茶,2017/10/18 16:54,D,饮料,茶饮料
2.0,怡宝纯净水,2017/10/18 17:13,D,饮料,水
3.0,可口可乐（500ml）,2017/10/18 17:17,D,饮料,碳酸饮料
4.0,营养快线,2017/10/18 17:19,D,饮料,乳制品
3.0,13g无穷烤鸡小腿蜂蜜味,2017/10/18 17:46,D,非饮料,肉干/豆制品/蛋
3.5,东鹏特饮,2017/10/18 17:54,D,饮料,功能饮料
3.5,东鹏特饮,2017/10/18 17:55,D,饮料,功能饮料
4.0,阿萨姆奶茶,2017/10/18 18:18,D,饮料,茶饮料
1.5,劲仔小鱼（麻辣味）,2017/10/18 18:50,D,非饮料,肉干/豆制品/蛋
3.0,统一绿茶,2017/10/18 19:55,D,饮料,茶饮料
4.0,阿萨姆奶茶,2017/10/18 20:12,D,饮料,茶饮料
2.5,伊利优酸乳,2017/10/18 20:56,D,饮料,乳制品
4.0,阿萨姆奶茶,2017/10/18 20:58,D,饮料,茶饮料
4.0,银鹭八宝粥,2017/10/18 21:02,D,饮料,方便速食
6.0,红牛,2017/10/18 21:53,D,饮料,功能饮料
3.0,可口可乐330ml,2017/10/18 21:54,D,饮料,碳酸饮料
2.5,伊利优酸乳,2017/10/18 22:02,D,饮料,乳制品
3.0,统一绿茶,2017/10/18 22:12,D,饮料,茶饮料
6.5,250ml红牛,2017/10/18 22:44,D,饮料,功能饮料
4.5,52g旺旺仙贝,2017/10/18 23:32,D,非饮料,膨化食品
4.5,85g嘉士利果乐果香夹心饼干蓝莓味,2017/10/19 00:11,D,非饮料,饼干糕点
6.5,430g泰奇八宝粥,2017/10/19 02:01,D,非饮料,方便速食
4.0,阿萨姆奶茶,2017/10/19 05:30,D,饮料,茶饮料
2.5,30g无穷农场盐_鸡蛋,2017/10/19 08:03,D,非饮料,肉干/豆制品/蛋
4.5,85g嘉士利果乐果香夹心饼干蓝莓味,2017/10/19 08:17,D,非饮料,饼干糕点
1.5,40g双汇玉米热狗肠,2017/10/19 08:43,D,非饮料,肉干/豆制品/蛋
4.5,80g香飘飘椰果奶茶麦香味,2017/10/19 10:04,D,饮料,茶饮料
3.6,32g卫龙亲嘴烧,2017/10/19 12:15,D,非饮料,肉干/豆制品/蛋
4.5,250ml燕塘红枣牛奶,2017/10/19 12:18,D,饮料,乳制品
4.0,脉动,2017/10/19 12:22,D,饮料,功能饮料
1.0,香豆干,2017/10/19 12:49,D,非饮料,肉干/豆制品/蛋
4.5,250ml燕塘原味酸奶,2017/10/19 14:06,D,饮料,乳制品
0.6,10g卫龙亲嘴烧香辣味,2017/10/19 16:00,D,非饮料,肉干/豆制品/蛋
2.0,怡宝纯净水,2017/10/19 16:36,D,饮料,水
2.5,伊利优酸乳,2017/10/19 17:33,D,饮料,乳制品
1.0,小鱼仔,2017/10/19 17:41,D,非饮料,海味零食
1.0,小鱼仔,2017/10/19 17:53,D,非饮料,海味零食
6.0,红牛,2017/10/19 18:09,D,饮料,功能饮料
2.0,怡宝纯净水,2017/10/19 18:20,D,饮料,水
3.0,12g劲仔小鱼麻辣味,2017/10/19 18:21,D,非饮料,肉干/豆制品/蛋
2.0,怡宝纯净水,2017/10/19 18:23,D,饮料,水
4.0,阿萨姆奶茶,2017/10/19 18:46,D,饮料,茶饮料
3.0,统一冰红茶,2017/10/19 18:50,D,饮料,茶饮料
2.0,怡宝纯净水,2017/10/19 19:04,D,饮料,水
4.5,80g香飘飘椰果奶茶原味,2017/10/19 19:27,D,饮料,茶饮料
2.0,怡宝纯净水,2017/10/19 20:01,D,饮料,水
6.0,雀巢咖啡,2017/10/19 20:39,D,饮料,咖啡
4.5,78g卫龙亲嘴语辣条,2017/10/19 20:45,D,非饮料,肉干/豆制品/蛋
2.8,旺仔牛奶,2017/10/19 20:54,D,饮料,乳制品
2.5,伊利优酸乳,2017/10/19 20:54,D,饮料,乳制品
4.0,阿萨姆奶茶,2017/10/19 20:55,D,饮料,茶饮料
3.0,熊字饼,2017/10/19 21:03,D,非饮料,饼干糕点
3.0,熊字饼,2017/10/19 21:07,D,非饮料,饼干糕点
2.5,85g新麦潮北海道吐司,2017/10/19 21:08,D,非饮料,饼干糕点
3.0,雪碧最新款,2017/10/19 21:08,D,饮料,碳酸饮料
1.0,小鱼仔,2017/10/19 21:09,D,非饮料,海味零食
3.0,统一绿茶,2017/10/19 21:57,D,饮料,茶饮料
4.5,250ml燕塘甜牛奶,2017/10/19 22:10,D,饮料,乳制品
3.0,可口可乐330ml,2017/10/19 22:49,D,饮料,碳酸饮料
6.5,430g泰奇八宝粥,2017/10/19 23:17,D,非饮料,方便速食
6.5,250ml红牛,2017/10/19 23:34,D,饮料,功能饮料
6.5,250ml红牛,2017/10/20 01:03,D,饮料,功能饮料
1.8,32g卫龙亲嘴烧红烧牛肉味,2017/10/20 01:16,D,非饮料,肉干/豆制品/蛋
1.5,40g双汇玉米热狗肠,2017/10/20 03:33,D,非饮料,肉干/豆制品/蛋
2.0,85g新麦潮北海道吐司,2017/10/20 07:32,D,非饮料,饼干糕点
6.0,红牛,2017/10/20 07:51,D,饮料,功能饮料
3.0,250ml维他奶低糖原味,2017/10/20 08:06,D,饮料,植物蛋白
10.0,口味王槟榔（绿）,2017/10/20 08:29,D,非饮料,蜜饯/果干
1.0,香豆干,2017/10/20 10:07,D,非饮料,肉干/豆制品/蛋
6.5,250ml红牛,2017/10/20 12:01,D,饮料,功能饮料
3.5,70g乖媳妇野山泡椒凤爪,2017/10/20 12:22,D,非饮料,肉干/豆制品/蛋
3.0,58g丽芝士纳宝帝奶酪威化饼干,2017/10/20 12:23,D,非饮料,饼干糕点
3.0,可口可乐330ml,2017/10/20 12:24,D,饮料,碳酸饮料
3.0,可口可乐330ml,2017/10/20 12:26,D,饮料,碳酸饮料
4.0,营养快线,2017/10/20 12:27,D,饮料,乳制品
3.0,雪碧最新款,2017/10/20 12:31,D,饮料,碳酸饮料
6.5,250ml红牛,2017/10/20 12:33,D,饮料,功能饮料
4.0,75g新麦潮天然酵母面包（北海道牛奶风味）,2017/10/20 13:14,D,非饮料,饼干糕点
3.0,新麦潮北海道吐司,2017/10/20 14:12,D,非饮料,饼干糕点
3.0,250ml维他原味豆奶,2017/10/20 14:16,D,饮料,植物蛋白
2.0,145ml旺仔牛奶盒装,2017/10/20 14:29,D,饮料,乳制品
1.2,10g卫龙亲嘴烧香辣味,2017/10/20 15:39,D,非饮料,肉干/豆制品/蛋
4.0,阿萨姆奶茶,2017/10/20 16:07,D,饮料,茶饮料
3.0,雪碧最新款,2017/10/20 16:39,D,饮料,碳酸饮料
4.0,银鹭八宝粥,2017/10/20 17:31,D,饮料,方便速食
4.0,20g咪咪虾条马来西亚风味,2017/10/20 17:36,D,非饮料,膨化食品
4.0,营养快线,2017/10/20 17:41,D,饮料,乳制品
6.0,330ml伊利畅意乳酸菌原味,2017/10/20 17:57,D,饮料,乳制品
3.5,乖媳妇野山椒风爪,2017/10/20 18:25,D,非饮料,肉干/豆制品/蛋
2.0,怡宝纯净水,2017/10/20 18:45,D,饮料,水
3.0,可口可乐330ml,2017/10/20 19:16,D,饮料,碳酸饮料
4.0,脉动,2017/10/20 19:19,D,饮料,功能饮料
4.0,银鹭八宝粥,2017/10/20 19:23,D,饮料,方便速食
4.0,脉动,2017/10/20 19:29,D,饮料,功能饮料
3.0,可口可乐最新款,2017/10/20 19:44,D,饮料,碳酸饮料
4.0,营养快线,2017/10/20 19:57,D,饮料,乳制品
3.0,伊利纯牛奶,2017/10/20 20:27,D,饮料,乳制品
5.0,145ml旺仔牛奶盒装,2017/10/20 20:28,D,饮料,乳制品
4.0,脉动,2017/10/20 20:33,D,饮料,功能饮料
2.0,怡宝纯净水,2017/10/20 20:37,D,饮料,水
2.0,怡宝纯净水,2017/10/20 20:43,D,饮料,水
4.5,85g嘉士利果乐果香夹心饼干蓝莓味,2017/10/20 20:45,D,非饮料,饼干糕点
1.0,好吃点小饼干,2017/10/20 20:46,D,非饮料,饼干糕点
3.0,卫龙大面筋,2017/10/20 20:52,D,非饮料,肉干/豆制品/蛋
3.0,统一冰红茶,2017/10/20 21:00,D,饮料,茶饮料
2.5,145ml旺仔牛奶盒装,2017/10/20 21:07,D,饮料,乳制品
3.0,伊利纯牛奶,2017/10/20 21:59,D,饮料,乳制品
3.0,果粒橙,2017/10/20 22:13,D,饮料,果蔬饮料
3.5,600ml可口可乐,2017/10/20 23:12,D,饮料,碳酸饮料
3.0,统一冰红茶,2017/10/20 23:14,D,饮料,茶饮料
6.5,70g乐事薯片（原味）,2017/10/20 23:27,D,非饮料,膨化食品
3.0,伊利纯牛奶,2017/10/20 23:38,D,饮料,乳制品
3.0,统一冰红茶,2017/10/20 23:42,D,饮料,茶饮料
3.0,250ml维他原味豆奶,2017/10/20 23:48,D,饮料,植物蛋白
2.5,30g无穷农场盐_鸡蛋,2017/10/21 00:06,D,非饮料,肉干/豆制品/蛋
3.0,伊利纯牛奶,2017/10/21 00:10,D,饮料,乳制品
4.5,40g乐事薯片黄瓜味,2017/10/21 00:28,D,非饮料,膨化食品
3.0,伊利纯牛奶,2017/10/21 03:04,D,饮料,乳制品
1.5,45g双汇泡面拍挡,2017/10/21 07:57,D,非饮料,肉干/豆制品/蛋
1.6,2g韩国海牌海苔,2017/10/21 08:38,D,非饮料,海味零食
3.0,12g劲仔小鱼麻辣味,2017/10/21 08:44,D,非饮料,肉干/豆制品/蛋
6.0,330ml伊利畅意乳酸菌原味,2017/10/21 08:55,D,饮料,乳制品
4.5,250ml燕塘红枣牛奶,2017/10/21 10:56,D,饮料,乳制品
6.5,430g泰奇八宝粥,2017/10/21 11:21,D,非饮料,方便速食
4.0,营养快线,2017/10/21 11:25,D,饮料,乳制品
2.0,怡宝纯净水,2017/10/21 12:15,D,饮料,水
2.0,怡宝纯净水,2017/10/21 12:20,D,饮料,水
6.5,250ml红牛,2017/10/21 13:44,D,饮料,功能饮料
3.0,果粒橙,2017/10/21 14:04,D,饮料,果蔬饮料
4.5,85g嘉士利果乐果香夹心饼干蓝莓味,2017/10/21 14:14,D,非饮料,饼干糕点
2.4,20g咪咪虾条马来西亚风味,2017/10/21 14:29,D,非饮料,膨化食品
3.0,雪碧最新款,2017/10/21 14:41,D,饮料,碳酸饮料
3.0,卫龙大面筋,2017/10/21 14:42,D,非饮料,肉干/豆制品/蛋
4.0,营养快线,2017/10/21 14:57,D,饮料,乳制品
3.5,东鹏特饮,2017/10/21 15:51,D,饮料,功能饮料
6.5,430g泰奇八宝粥,2017/10/21 16:17,D,非饮料,方便速食
5.0,85g统一老坛酸菜牛肉面,2017/10/21 16:21,D,非饮料,方便速食
6.0,红牛,2017/10/21 16:56,D,饮料,功能饮料
2.5,伊利优酸乳,2017/10/21 17:26,D,饮料,乳制品
4.0,王老吉（500ml）,2017/10/21 17:33,D,饮料,茶饮料
3.0,58g丽芝士纳宝帝奶酪威化饼干,2017/10/21 17:37,D,非饮料,饼干糕点
4.5,燕塘原味酸奶,2017/10/21 17:51,D,饮料,乳制品
2.0,怡宝纯净水,2017/10/21 18:11,D,饮料,水
6.0,370g泰奇八宝粥,2017/10/21 18:27,D,非饮料,方便速食
1.8,32g卫龙亲嘴烧,2017/10/21 18:28,D,非饮料,肉干/豆制品/蛋
3.0,雪碧（500ml）,2017/10/21 18:47,D,饮料,碳酸饮料
2.0,怡宝纯净水,2017/10/21 18:53,D,饮料,水
1.5,鸭翅,2017/10/21 19:12,D,非饮料,肉干/豆制品/蛋
2.0,鸭翅,2017/10/21 19:46,D,非饮料,肉干/豆制品/蛋
3.0,统一绿茶,2017/10/21 19:55,D,饮料,茶饮料
2.0,鸭翅,2017/10/21 20:37,D,非饮料,肉干/豆制品/蛋
4.0,阿萨姆奶茶,2017/10/21 21:02,D,饮料,茶饮料
3.0,雪碧（500ml）,2017/10/21 21:06,D,饮料,碳酸饮料
4.0,450ml美汁源果粒橙,2017/10/21 21:28,D,饮料,果蔬饮料
5.0,85g统一老坛酸菜牛肉面,2017/10/21 23:08,D,非饮料,方便速食
3.2,20g马来西亚风味咪咪蟹味粒0219,2017/10/21 23:52,D,非饮料,膨化食品
5.0,85g统一老坛酸菜牛肉面,2017/10/22 00:07,D,非饮料,方便速食
3.2,20g马来西亚风味咪咪蟹味粒0219,2017/10/22 00:28,D,非饮料,膨化食品
4.0,150g健能酸奶原味,2017/10/22 00:29,D,饮料,乳制品
3.0,果粒橙,2017/10/22 03:07,D,饮料,果蔬饮料
4.5,68g好丽友蛋黄派2枚,2017/10/22 04:33,D,非饮料,饼干糕点
4.5,250ml燕塘红枣牛奶,2017/10/22 06:22,D,饮料,乳制品
4.0,450ml美汁源果粒橙,2017/10/22 10:19,D,饮料,果蔬饮料
1.0,小鱼仔,2017/10/22 11:42,D,非饮料,海味零食
4.0,脉动,2017/10/22 11:57,D,饮料,功能饮料
3.5,东鹏特饮,2017/10/22 12:03,D,饮料,功能饮料
3.0,250ml维他柠檬茶,2017/10/22 12:46,D,饮料,茶饮料
1.5,12g劲仔小鱼麻辣味,2017/10/22 15:35,D,非饮料,肉干/豆制品/蛋
3.0,雪碧（500ml）,2017/10/22 15:46,D,饮料,碳酸饮料
