金额,商品,支付时间,地点,商品大类,商品二级类
3.0,13g无穷烤鸡小腿蜂蜜味,2017/9/8 19:46,A,非饮料,肉干/豆制品/蛋
3.0,卫龙亲嘴烧红烧牛肉味,2017/9/8 19:59,A,非饮料,肉干/豆制品/蛋
4.5,68g好丽友巧克力派2枚,2017/9/8 20:57,A,非饮料,饼干糕点
10.0,口味王槟榔（绿）,2017/9/8 21:38,A,非饮料,蜜饯/果干
2.5,伊利优酸乳,2017/9/8 22:03,A,饮料,乳制品
6.5,91g徐福记凤梨酥,2017/9/9 08:19,A,非饮料,饼干糕点
4.5,500ml加多宝,2017/9/9 08:49,A,饮料,茶饮料
2.0,怡宝纯净水,2017/9/9 09:20,A,饮料,水
2.5,30g无穷农场盐_鸡蛋,2017/9/9 09:28,A,非饮料,肉干/豆制品/蛋
3.0,13g无穷烤鸡小腿蜂蜜味,2017/9/9 09:49,A,非饮料,肉干/豆制品/蛋
3.0,可口可乐最新款,2017/9/9 12:16,A,饮料,碳酸饮料
4.0,王老吉（罐）,2017/9/9 12:54,A,饮料,茶饮料
3.5,维他原味豆奶,2017/9/9 12:58,A,饮料,植物蛋白
3.0,维他奶,2017/9/9 15:03,A,饮料,植物蛋白
4.5,250ML东鹏特饮,2017/9/9 15:42,A,饮料,功能饮料
2.5,250ml统一麦香奶茶,2017/9/9 16:05,A,饮料,茶饮料
3.5,东鹏特饮,2017/9/9 16:32,A,饮料,功能饮料
2.5,芬达330ml,2017/9/9 17:13,A,饮料,碳酸饮料
4.5,68g好丽友巧克力派2枚,2017/9/9 17:18,A,非饮料,饼干糕点
3.0,卫龙大面筋,2017/9/9 17:28,A,非饮料,肉干/豆制品/蛋
1.8,600ml雪碧,2017/9/9 17:30,A,饮料,碳酸饮料
3.0,13g无穷烤鸡小腿蜂蜜味,2017/9/9 18:16,A,非饮料,肉干/豆制品/蛋
3.0,果粒橙,2017/9/9 18:41,A,饮料,果蔬饮料
4.0,王老吉（500ml）,2017/9/9 19:03,A,饮料,茶饮料
2.5,芬达330ml,2017/9/9 19:16,A,饮料,碳酸饮料
10.0,口味王槟榔（绿）,2017/9/9 19:25,A,非饮料,蜜饯/果干
4.0,脉动,2017/9/9 20:29,A,饮料,功能饮料
4.0,营养快线,2017/9/9 22:51,A,饮料,乳制品
3.0,250ml维他柠檬茶,2017/9/10 00:15,A,饮料,茶饮料
5.5,480ml小茗同学冷泡青柠红茶,2017/9/10 07:54,A,饮料,茶饮料
1.8,600ml雪碧,2017/9/10 09:16,A,饮料,碳酸饮料
5.0,85g统一老坛酸菜牛肉面,2017/9/10 09:16,A,非饮料,方便速食
5.0,268ml雀巢咖啡丝滑拿铁,2017/9/10 09:28,A,饮料,咖啡
4.0,上好佳田园薯片,2017/9/10 10:20,A,非饮料,膨化食品
1.6,2g韩国海牌海苔,2017/9/10 10:36,A,非饮料,海味零食
3.0,维他柠檬茶,2017/9/10 11:51,A,饮料,茶饮料
5.6,旺仔牛奶,2017/9/10 12:11,A,饮料,乳制品
2.0,伊利优酸乳,2017/9/10 12:22,A,饮料,乳制品
6.0,268ml雀巢咖啡丝滑拿铁,2017/9/10 12:36,A,饮料,咖啡
4.5,85g嘉士利果乐果香夹心饼干蓝莓味,2017/9/10 13:00,A,非饮料,饼干糕点
4.0,55g奥利奥原味芝士饼干,2017/9/10 13:52,A,非饮料,饼干糕点
4.0,脉动,2017/9/10 15:26,A,饮料,功能饮料
4.0,营养快线,2017/9/10 15:59,A,饮料,乳制品
4.0,阿萨姆奶茶,2017/9/10 16:10,A,饮料,茶饮料
5.0,268ml雀巢咖啡丝滑拿铁,2017/9/10 17:44,A,饮料,咖啡
3.5,东鹏特饮,2017/9/10 19:04,A,饮料,功能饮料
2.0,怡宝纯净水,2017/9/10 20:01,A,饮料,水
3.0,250ml维他原味豆奶,2017/9/10 20:39,A,饮料,植物蛋白
4.5,80g香飘飘椰果奶茶原味,2017/9/10 20:59,A,饮料,茶饮料
2.0,85g新麦潮北海道吐司,2017/9/10 21:31,A,非饮料,饼干糕点
2.0,怡宝纯净水,2017/9/10 22:23,A,饮料,水
2.0,怡宝纯净水,2017/9/10 22:26,A,饮料,水
1.2,手撕素肉排,2017/9/10 22:36,A,非饮料,肉干/豆制品/蛋
3.0,可口可乐（500ml）,2017/9/10 23:46,A,饮料,碳酸饮料
4.5,250ml燕塘红枣牛奶,2017/9/11 03:01,A,饮料,乳制品
2.0,怡宝纯净水,2017/9/11 03:05,A,饮料,水
2.0,伊利优酸乳,2017/9/11 03:08,A,饮料,乳制品
2.0,75g新麦潮天然酵母面包（北海道牛奶风味）,2017/9/11 03:12,A,非饮料,饼干糕点
3.0,可口可乐（500ml）,2017/9/11 03:18,A,饮料,碳酸饮料
3.0,13g无穷烤鸡小腿蜂蜜味,2017/9/11 03:30,A,非饮料,肉干/豆制品/蛋
2.0,怡宝纯净水,2017/9/11 03:39,A,饮料,水
12.5,100g*5瓶益力多,2017/9/11 03:43,A,饮料,乳制品
4.0,脉动,2017/9/11 03:47,A,饮料,功能饮料
6.5,430g泰奇八宝粥,2017/9/11 03:53,A,非饮料,方便速食
4.0,450ml美汁源果粒橙,2017/9/11 03:54,A,饮料,果蔬饮料
4.0,银鹭八宝粥,2017/9/11 03:54,A,饮料,方便速食
2.5,250ml王老吉盒装,2017/9/11 07:02,A,饮料,茶饮料
4.0,150g健能酸奶原味,2017/9/11 09:09,A,饮料,乳制品
3.6,32g卫龙亲嘴烧,2017/9/11 10:04,A,非饮料,肉干/豆制品/蛋
4.0,王老吉（500ml）,2017/9/11 10:11,A,饮料,茶饮料
3.0,冰糖雪梨,2017/9/11 10:49,A,饮料,果蔬饮料
3.0,雪碧（500ml）,2017/9/11 11:04,A,饮料,碳酸饮料
4.5,500ml加多宝,2017/9/11 11:28,A,饮料,茶饮料
3.0,雪碧（500ml）,2017/9/11 12:24,A,饮料,碳酸饮料
4.5,250ml燕塘甜牛奶,2017/9/11 12:33,A,饮料,乳制品
2.0,怡宝纯净水,2017/9/11 12:33,A,饮料,水
4.0,阿萨姆奶茶,2017/9/11 13:05,A,饮料,茶饮料
2.5,30g无穷农场盐_鸡蛋,2017/9/11 13:28,A,非饮料,肉干/豆制品/蛋
4.5,40g呀土豆薯片滋香烤鸡味,2017/9/11 13:42,A,非饮料,膨化食品
3.0,可口可乐（500ml）,2017/9/11 13:51,A,饮料,碳酸饮料
2.0,怡宝纯净水,2017/9/11 14:13,A,饮料,水
6.0,86g合味道海鲜风味,2017/9/11 14:39,A,非饮料,方便速食
3.0,统一冰红茶,2017/9/11 15:49,A,饮料,茶饮料
2.5,伊利优酸乳,2017/9/11 16:11,A,饮料,乳制品
6.0,红牛,2017/9/11 16:39,A,饮料,功能饮料
2.0,怡宝纯净水,2017/9/11 17:34,A,饮料,水
4.0,脉动,2017/9/11 17:36,A,饮料,功能饮料
4.5,250ml燕塘甜牛奶,2017/9/11 17:48,A,饮料,乳制品
4.5,40g呀土豆番茄酱味,2017/9/11 19:02,A,非饮料,膨化食品
3.0,统一冰红茶,2017/9/11 21:10,A,饮料,茶饮料
4.0,营养快线,2017/9/11 21:15,A,饮料,乳制品
5.0,500ml统一阿萨姆奶茶,2017/9/11 21:17,A,饮料,茶饮料
4.5,燕塘原味酸奶,2017/9/11 21:53,A,饮料,乳制品
6.0,330ml伊利畅意乳酸菌原味,2017/9/11 22:31,A,饮料,乳制品
2.5,145ml旺仔牛奶盒装,2017/9/11 23:13,A,饮料,乳制品
3.0,劲仔小鱼（卤香味）,2017/9/11 23:20,A,非饮料,肉干/豆制品/蛋
2.0,怡宝纯净水,2017/9/11 23:20,A,饮料,水
3.0,可口可乐（500ml）,2017/9/12 01:38,A,饮料,碳酸饮料
2.0,雪力矿泉水,2017/9/12 08:01,A,饮料,水
4.0,450ml美汁源果粒橙,2017/9/12 09:06,A,饮料,果蔬饮料
3.0,雪碧（500ml）,2017/9/12 10:50,A,饮料,碳酸饮料
1.0,香豆干,2017/9/12 12:22,A,非饮料,肉干/豆制品/蛋
4.0,银鹭八宝粥,2017/9/12 13:13,A,饮料,方便速食
3.0,统一冰红茶,2017/9/12 14:24,A,饮料,茶饮料
3.0,可口可乐（500ml）,2017/9/12 15:47,A,饮料,碳酸饮料
4.0,营养快线,2017/9/12 16:44,A,饮料,乳制品
5.5,205g伊利安慕希原味,2017/9/12 19:05,A,饮料,乳制品
4.5,50g双层百力滋特浓番茄味,2017/9/12 19:43,A,非饮料,饼干糕点
3.0,果粒橙,2017/9/13 00:00,A,饮料,果蔬饮料
1.5,40g双汇玉米热狗肠,2017/9/13 00:24,A,非饮料,肉干/豆制品/蛋
4.5,50g上好佳日式鱼果,2017/9/13 08:54,A,非饮料,膨化食品
1.5,小鱼仔,2017/9/13 08:54,A,非饮料,海味零食
1.8,32g卫龙亲嘴烧,2017/9/13 09:03,A,非饮料,肉干/豆制品/蛋
5.5,268ml雀巢咖啡丝滑拿铁,2017/9/13 09:20,A,饮料,咖啡
6.0,330ml伊利畅意乳酸菌原味,2017/9/13 09:24,A,饮料,乳制品
3.0,250ml维他柠檬茶,2017/9/13 09:27,A,饮料,茶饮料
3.0,果粒橙,2017/9/13 09:52,A,饮料,果蔬饮料
5.5,205g伊利安慕希原味,2017/9/13 11:46,A,饮料,乳制品
3.6,32g卫龙亲嘴烧,2017/9/13 11:52,A,非饮料,肉干/豆制品/蛋
4.0,75g新麦潮天然酵母面包（北海道牛奶风味）,2017/9/13 11:52,A,非饮料,饼干糕点
2.0,怡宝纯净水,2017/9/13 12:49,A,饮料,水
4.5,55g奥利奥原味芝士饼干,2017/9/13 15:28,A,非饮料,饼干糕点
3.0,统一绿茶,2017/9/13 16:00,A,饮料,茶饮料
4.5,250ml燕塘原味酸奶,2017/9/13 16:11,A,饮料,乳制品
3.0,果粒橙,2017/9/13 16:25,A,饮料,果蔬饮料
1.5,12g劲仔小鱼麻辣味,2017/9/13 16:27,A,非饮料,肉干/豆制品/蛋
4.0,脉动,2017/9/13 16:55,A,饮料,功能饮料
2.5,30g无穷农场盐_鸡蛋,2017/9/13 17:21,A,非饮料,肉干/豆制品/蛋
2.0,怡宝纯净水,2017/9/13 18:42,A,饮料,水
3.0,雪碧（500ml）,2017/9/13 18:59,A,饮料,碳酸饮料
2.5,30g无穷农场盐_鸡蛋,2017/9/13 19:07,A,非饮料,肉干/豆制品/蛋
4.0,无穷农场盐_鸡蛋,2017/9/13 19:16,A,非饮料,肉干/豆制品/蛋
3.5,东鹏特饮,2017/9/14 02:07,A,饮料,功能饮料
3.0,熊字饼,2017/9/14 08:49,A,非饮料,饼干糕点
0.8,20g咪咪虾条马来西亚风味,2017/9/14 08:57,A,非饮料,膨化食品
2.0,怡宝纯净水,2017/9/14 08:58,A,饮料,水
12.5,100g*5瓶益力多,2017/9/14 09:51,A,饮料,乳制品
3.0,85g新麦潮手撕面包（提子味）,2017/9/14 10:16,A,非饮料,饼干糕点
6.0,红牛,2017/9/14 10:49,A,饮料,功能饮料
4.0,阿萨姆奶茶,2017/9/14 12:00,A,饮料,茶饮料
3.6,32g卫龙亲嘴烧红烧牛肉味,2017/9/14 12:31,A,非饮料,肉干/豆制品/蛋
3.0,250ml维他奶低糖原味,2017/9/14 12:35,A,饮料,植物蛋白
4.0,营养快线,2017/9/14 12:36,A,饮料,乳制品
7.5,雀巢咖啡,2017/9/14 12:41,A,饮料,咖啡
3.0,统一绿茶,2017/9/14 12:56,A,饮料,茶饮料
3.0,250ml维他原味豆奶,2017/9/14 15:03,A,饮料,植物蛋白
1.5,40g双汇玉米热狗肠,2017/9/14 15:08,A,非饮料,肉干/豆制品/蛋
2.5,85g新麦潮北海道吐司,2017/9/14 15:08,A,非饮料,饼干糕点
1.5,鸭翅,2017/9/14 15:09,A,非饮料,肉干/豆制品/蛋
3.0,雪碧（500ml）,2017/9/14 15:11,A,饮料,碳酸饮料
4.0,新麦潮天然酵母面包（牛奶风味）,2017/9/14 15:25,A,非饮料,饼干糕点
3.0,统一冰红茶,2017/9/14 15:34,A,饮料,茶饮料
4.0,脉动,2017/9/14 15:44,A,饮料,功能饮料
0.8,咪咪虾条马来西亚风味,2017/9/14 15:56,A,非饮料,膨化食品
4.0,营养快线,2017/9/14 16:06,A,饮料,乳制品
4.0,250ml燕塘甜牛奶,2017/9/14 16:43,A,饮料,乳制品
4.5,50g上好佳日式鱼果,2017/9/14 16:45,A,非饮料,膨化食品
3.5,东鹏特饮,2017/9/14 17:19,A,饮料,功能饮料
4.5,40g乐事薯片黄瓜味,2017/9/14 17:23,A,非饮料,膨化食品
4.0,阿萨姆奶茶,2017/9/14 17:50,A,饮料,茶饮料
4.5,600ml脉动青柠,2017/9/14 18:14,A,饮料,功能饮料
3.0,卫龙大面筋,2017/9/14 18:21,A,非饮料,肉干/豆制品/蛋
8.0,160g盼盼手撕面包,2017/9/14 18:23,A,非饮料,饼干糕点
6.0,雀巢咖啡,2017/9/14 18:24,A,饮料,咖啡
2.0,怡宝纯净水,2017/9/14 18:26,A,饮料,水
3.5,东鹏特饮,2017/9/14 18:51,A,饮料,功能饮料
4.0,阿萨姆奶茶,2017/9/14 19:08,A,饮料,茶饮料
4.0,脉动,2017/9/14 19:12,A,饮料,功能饮料
3.0,250ml维他原味豆奶,2017/9/14 20:19,A,饮料,植物蛋白
2.0,怡宝纯净水,2017/9/14 20:19,A,饮料,水
4.0,营养快线,2017/9/14 21:30,A,饮料,乳制品
2.0,怡宝纯净水,2017/9/14 21:36,A,饮料,水
2.0,怡宝纯净水,2017/9/14 22:20,A,饮料,水
3.0,统一冰红茶,2017/9/14 23:06,A,饮料,茶饮料
4.0,脉动,2017/9/15 01:14,A,饮料,功能饮料
4.0,阿萨姆奶茶,2017/9/15 08:03,A,饮料,茶饮料
4.5,40g乐事薯片黄瓜味,2017/9/15 08:55,A,非饮料,膨化食品
4.5,52g旺旺仙贝,2017/9/15 08:59,A,非饮料,膨化食品
3.5,东鹏特饮,2017/9/15 09:00,A,饮料,功能饮料
4.0,脉动,2017/9/15 09:44,A,饮料,功能饮料
2.5,30g无穷农场盐_鸡蛋,2017/9/15 10:09,A,非饮料,肉干/豆制品/蛋
5.5,268ml雀巢咖啡丝滑拿铁,2017/9/15 10:40,A,饮料,咖啡
36.0,260g马来西亚进口茱蒂丝口口香饼干,2017/9/15 11:16,A,非饮料,饼干糕点
2.0,怡宝纯净水,2017/9/15 11:59,A,饮料,水
4.5,40g乐事薯片墨西哥鸡汁番茄味,2017/9/15 12:01,A,非饮料,膨化食品
2.5,伊利优酸乳,2017/9/15 12:17,A,饮料,乳制品
5.0,268ml雀巢咖啡丝滑拿铁,2017/9/15 12:37,A,饮料,咖啡
4.0,85g新麦潮北海道吐司,2017/9/15 12:37,A,非饮料,饼干糕点
3.0,70g乖媳妇野山泡椒凤爪,2017/9/15 13:25,A,非饮料,肉干/豆制品/蛋
3.5,250ml维他奶巧克力味,2017/9/15 13:31,A,饮料,植物蛋白
3.0,统一绿茶,2017/9/15 13:39,A,饮料,茶饮料
2.0,怡宝纯净水,2017/9/15 13:48,A,饮料,水
7.0,优益C活菌型乳酸菌饮品,2017/9/15 13:57,A,饮料,乳制品
3.0,250ml维他奶低糖原味,2017/9/15 13:58,A,饮料,植物蛋白
2.0,怡宝纯净水,2017/9/15 14:41,A,饮料,水
3.0,统一绿茶,2017/9/15 14:43,A,饮料,茶饮料
6.5,250ml红牛,2017/9/15 15:18,A,饮料,功能饮料
4.0,85g新麦潮北海道吐司,2017/9/15 15:18,A,非饮料,饼干糕点
4.0,脉动,2017/9/15 15:25,A,饮料,功能饮料
4.0,阿萨姆奶茶,2017/9/15 15:44,A,饮料,茶饮料
6.0,红牛,2017/9/15 16:00,A,饮料,功能饮料
3.0,熊字饼,2017/9/15 16:06,A,非饮料,饼干糕点
6.0,330ml伊利畅意乳酸菌原味,2017/9/15 16:09,A,饮料,乳制品
4.0,营养快线,2017/9/15 16:29,A,饮料,乳制品
2.5,伊利优酸乳,2017/9/15 16:41,A,饮料,乳制品
3.0,旺仔牛奶145ml,2017/9/15 16:56,A,饮料,乳制品
2.0,怡宝纯净水,2017/9/15 16:56,A,饮料,水
6.0,330ml伊利畅意乳酸菌原味,2017/9/15 17:03,A,饮料,乳制品
6.0,红牛,2017/9/15 17:06,A,饮料,功能饮料
3.0,可口可乐（500ml）,2017/9/15 17:09,A,饮料,碳酸饮料
3.5,冰糖雪梨,2017/9/15 17:16,A,饮料,果蔬饮料
6.0,370g泰奇八宝粥,2017/9/15 17:30,A,非饮料,方便速食
3.0,250ml维他原味豆奶,2017/9/15 17:31,A,饮料,植物蛋白
2.0,怡宝纯净水,2017/9/15 18:12,A,饮料,水
4.5,500ml加多宝,2017/9/15 18:27,A,饮料,茶饮料
3.0,果粒橙,2017/9/15 18:38,A,饮料,果蔬饮料
4.0,500ml统一阿萨姆奶茶,2017/9/15 18:39,A,饮料,茶饮料
1.5,香脆肠,2017/9/15 19:05,A,非饮料,肉干/豆制品/蛋
3.5,可乐可乐,2017/9/15 19:11,A,饮料,碳酸饮料
4.0,阿萨姆奶茶,2017/9/15 19:27,A,饮料,茶饮料
4.5,65g卫龙亲嘴豆皮,2017/9/15 19:32,A,非饮料,肉干/豆制品/蛋
4.5,600ml脉动青柠,2017/9/15 19:49,A,饮料,功能饮料
4.5,阿萨姆奶茶,2017/9/15 19:49,A,饮料,茶饮料
4.0,阿萨姆奶茶,2017/9/15 19:51,A,饮料,茶饮料
3.5,东鹏特饮,2017/9/15 21:18,A,饮料,功能饮料
4.0,王老吉（500ml）,2017/9/15 21:34,A,饮料,茶饮料
3.0,可口可乐最新款,2017/9/16 08:18,A,饮料,碳酸饮料
4.5,500ml营养快线原味,2017/9/16 08:49,A,饮料,乳制品
4.0,阿萨姆奶茶,2017/9/16 08:54,A,饮料,茶饮料
4.0,阿萨姆奶茶,2017/9/16 09:05,A,饮料,茶饮料
4.5,68g好丽友巧克力派2枚,2017/9/16 10:01,A,非饮料,饼干糕点
2.0,怡宝纯净水,2017/9/16 10:08,A,饮料,水
3.0,40g双汇玉米热狗肠,2017/9/16 10:26,A,非饮料,肉干/豆制品/蛋
4.5,600ml脉动青柠,2017/9/16 12:06,A,饮料,功能饮料
6.0,330ml伊利畅意乳酸菌原味,2017/9/16 12:21,A,饮料,乳制品
6.5,430g泰奇八宝粥,2017/9/16 12:46,A,非饮料,方便速食
6.0,86g合味道浓猪骨味,2017/9/16 14:46,A,非饮料,方便速食
6.5,430g泰奇八宝粥,2017/9/16 14:53,A,非饮料,方便速食
3.0,维他奶,2017/9/16 14:56,A,饮料,植物蛋白
3.0,维他奶,2017/9/16 15:14,A,饮料,植物蛋白
4.0,450ml美汁源果粒橙,2017/9/16 15:45,A,饮料,果蔬饮料
2.0,145ml旺仔牛奶盒装,2017/9/16 16:04,A,饮料,乳制品
4.0,营养快线,2017/9/16 16:35,A,饮料,乳制品
4.8,韩国海牌海苔,2017/9/16 16:45,A,非饮料,海味零食
0.8,20g咪咪虾条马来西亚风味,2017/9/16 16:47,A,非饮料,膨化食品
2.5,13g无穷烤鸡小腿蜂蜜味,2017/9/16 17:21,A,非饮料,肉干/豆制品/蛋
3.5,东鹏特饮,2017/9/16 17:30,A,饮料,功能饮料
4.0,日式鱼果,2017/9/16 18:05,A,非饮料,膨化食品
3.0,茉莉蜜茶,2017/9/16 18:07,A,饮料,茶饮料
3.5,250ml燕塘甜牛奶,2017/9/16 18:15,A,饮料,乳制品
4.0,脉动,2017/9/16 18:17,A,饮料,功能饮料
5.0,110g顺宝九制话梅,2017/9/16 19:00,A,非饮料,蜜饯/果干
4.0,新麦潮天然酵母面包（牛奶风味）,2017/9/16 20:20,A,非饮料,饼干糕点
3.5,东鹏特饮,2017/9/16 22:29,A,饮料,功能饮料
3.5,东鹏特饮,2017/9/16 23:43,A,饮料,功能饮料
4.0,阿萨姆奶茶,2017/9/17 00:08,A,饮料,茶饮料
4.5,250ml燕塘红枣牛奶,2017/9/17 08:09,A,饮料,乳制品
3.0,可口可乐最新款,2017/9/17 08:26,A,饮料,碳酸饮料
3.0,统一冰红茶,2017/9/17 08:37,A,饮料,茶饮料
4.5,250ML东鹏特饮,2017/9/17 08:57,A,饮料,功能饮料
4.5,脉动,2017/9/17 09:01,A,饮料,功能饮料
7.0,合味道（海鲜风味）,2017/9/17 09:07,A,非饮料,方便速食
0.1,商品1,2017/9/17 09:12,A,饮料,其他
8.0,80g四洲粟一烧烧烤味,2017/9/17 09:39,A,非饮料,膨化食品
5.0,85g统一老坛酸菜牛肉面,2017/9/17 09:54,A,非饮料,方便速食
2.5,145ml旺仔牛奶盒装,2017/9/17 10:14,A,饮料,乳制品
6.5,250ml红牛,2017/9/17 10:17,A,饮料,功能饮料
3.5,东鹏特饮,2017/9/17 10:42,A,饮料,功能饮料
5.0,85g统一老坛酸菜牛肉面,2017/9/17 10:49,A,非饮料,方便速食
2.0,怡宝纯净水,2017/9/17 10:56,A,饮料,水
4.0,阿萨姆奶茶,2017/9/17 11:07,A,饮料,茶饮料
4.5,燕塘红枣牛奶,2017/9/17 11:31,A,饮料,乳制品
3.5,东鹏特饮,2017/9/17 11:32,A,饮料,功能饮料
6.0,160g盼盼手撕面包,2017/9/17 11:34,A,非饮料,饼干糕点
3.0,250ml维他柠檬茶,2017/9/17 12:05,A,饮料,茶饮料
2.5,145ml旺仔牛奶盒装,2017/9/17 12:28,A,饮料,乳制品
4.0,500ml农夫果园 (芒果+菠萝+番石榴),2017/9/17 12:28,A,饮料,果蔬饮料
4.0,阿萨姆奶茶,2017/9/17 12:32,A,饮料,茶饮料
1.5,10g卫龙亲嘴烧香辣味,2017/9/17 12:58,A,非饮料,肉干/豆制品/蛋
4.0,500ml统一阿萨姆奶茶,2017/9/17 12:58,A,饮料,茶饮料
3.0,可口可乐（500ml）,2017/9/17 12:58,A,饮料,碳酸饮料
3.5,东鹏特饮,2017/9/17 12:59,A,饮料,功能饮料
4.0,脉动,2017/9/17 13:04,A,饮料,功能饮料
3.0,劲仔小鱼（卤香味）,2017/9/17 13:15,A,非饮料,肉干/豆制品/蛋
6.5,91g徐福记凤梨酥,2017/9/17 13:16,A,非饮料,饼干糕点
6.5,148g富甲一方紫薯仔,2017/9/17 13:22,A,非饮料,蜜饯/果干
4.0,500ml统一阿萨姆奶茶,2017/9/17 13:23,A,饮料,茶饮料
2.5,30g无穷农场盐_鸡蛋,2017/9/17 13:27,A,非饮料,肉干/豆制品/蛋
3.0,250ml维他奶低糖原味,2017/9/17 13:28,A,饮料,植物蛋白
1.8,600ml雪碧,2017/9/17 13:28,A,饮料,碳酸饮料
4.5,250ml燕塘原味酸奶,2017/9/17 14:05,A,饮料,乳制品
4.5,80g香飘飘椰果奶茶原味,2017/9/17 14:05,A,饮料,茶饮料
4.0,阿萨姆奶茶,2017/9/17 14:12,A,饮料,茶饮料
4.5,250ml燕塘原味酸奶,2017/9/17 14:15,A,饮料,乳制品
3.0,600ml可口可乐,2017/9/17 14:20,A,饮料,碳酸饮料
2.0,怡宝纯净水,2017/9/17 14:20,A,饮料,水
5.0,268ml雀巢咖啡丝滑拿铁,2017/9/17 14:27,A,饮料,咖啡
3.0,250ml维他柠檬茶,2017/9/17 14:28,A,饮料,茶饮料
3.0,250ml维他柠檬茶,2017/9/17 14:55,A,饮料,茶饮料
3.0,12g劲仔小鱼麻辣味,2017/9/17 14:58,A,非饮料,肉干/豆制品/蛋
4.5,250ml燕塘原味酸奶,2017/9/17 14:58,A,饮料,乳制品
4.5,40g呀土豆番茄酱味,2017/9/17 15:05,A,非饮料,膨化食品
5.5,330ml伊利畅意乳酸菌原味,2017/9/17 15:06,A,饮料,乳制品
8.0,80g四洲粟一烧烧烤味,2017/9/17 15:22,A,非饮料,膨化食品
4.0,脉动,2017/9/17 15:34,A,饮料,功能饮料
2.0,怡宝纯净水,2017/9/17 15:40,A,饮料,水
2.4,20g咪咪虾条马来西亚风味,2017/9/17 15:44,A,非饮料,膨化食品
1.5,45g双汇泡面拍挡,2017/9/17 16:02,A,非饮料,肉干/豆制品/蛋
6.0,86g合味道海鲜风味,2017/9/17 16:02,A,非饮料,方便速食
2.8,旺仔牛奶,2017/9/17 16:24,A,饮料,乳制品
2.5,伊利优酸乳,2017/9/17 16:31,A,饮料,乳制品
11.0,益力多100g*5瓶,2017/9/17 16:32,A,饮料,乳制品
4.5,78g卫龙亲嘴语辣条,2017/9/17 16:45,A,非饮料,肉干/豆制品/蛋
4.5,500ml加多宝,2017/9/17 17:05,A,饮料,茶饮料
4.0,王老吉（500ml）,2017/9/17 17:29,A,饮料,茶饮料
3.0,13g无穷烤鸡小腿蜂蜜味,2017/9/17 17:35,A,非饮料,肉干/豆制品/蛋
1.6,20g咪咪虾条马来西亚风味,2017/9/17 17:35,A,非饮料,膨化食品
4.5,250ml燕塘甜牛奶,2017/9/17 17:35,A,饮料,乳制品
3.0,可口可乐（500ml）,2017/9/17 17:41,A,饮料,碳酸饮料
4.5,40g乐事薯片黄瓜味,2017/9/17 17:42,A,非饮料,膨化食品
2.0,怡宝纯净水,2017/9/17 18:12,A,饮料,水
3.0,40g双汇玉米热狗肠,2017/9/17 18:34,A,非饮料,肉干/豆制品/蛋
1.0,好吃点小饼干,2017/9/17 18:35,A,非饮料,饼干糕点
2.5,无穷农场盐_鸡蛋,2017/9/17 18:35,A,非饮料,肉干/豆制品/蛋
6.0,红牛,2017/9/17 18:47,A,饮料,功能饮料
2.0,怡宝纯净水,2017/9/17 19:10,A,饮料,水
3.0,伊利优酸乳,2017/9/17 19:16,A,饮料,乳制品
10.0,口味王槟榔（绿）,2017/9/17 20:03,A,非饮料,蜜饯/果干
9.0,四洲粟一烧烧烤味,2017/9/17 21:56,A,非饮料,膨化食品
10.0,37.5g费列罗榛果威化巧克力3颗,2017/9/18 00:35,A,非饮料,糖果/巧克力
4.5,65g卫龙亲嘴豆皮,2017/9/18 01:08,A,非饮料,肉干/豆制品/蛋
2.0,怡宝纯净水,2017/9/18 07:44,A,饮料,水
5.0,480ml小茗同学冷泡青柠红茶,2017/9/18 08:29,A,饮料,茶饮料
2.0,怡宝纯净水,2017/9/18 08:33,A,饮料,水
3.5,东鹏特饮,2017/9/18 08:59,A,饮料,功能饮料
3.5,东鹏特饮,2017/9/18 09:00,A,饮料,功能饮料
3.0,12g劲仔小鱼卤香味,2017/9/18 09:30,A,非饮料,肉干/豆制品/蛋
4.5,250ml燕塘甜牛奶,2017/9/18 09:42,A,饮料,乳制品
3.0,250ml维他柠檬茶,2017/9/18 10:51,A,饮料,茶饮料
2.5,伊利优酸乳,2017/9/18 13:00,A,饮料,乳制品
3.5,东鹏特饮,2017/9/18 13:32,A,饮料,功能饮料
4.0,王老吉（500ml）,2017/9/18 14:16,A,饮料,茶饮料
3.5,70g乖媳妇野山泡椒凤爪,2017/9/18 14:46,A,非饮料,肉干/豆制品/蛋
12.5,100g*5瓶益力多,2017/9/18 14:48,A,饮料,乳制品
2.0,鸭翅,2017/9/18 14:48,A,非饮料,肉干/豆制品/蛋
4.0,450ml美汁源果粒橙,2017/9/18 15:35,A,饮料,果蔬饮料
4.0,阿萨姆奶茶,2017/9/18 15:38,A,饮料,茶饮料
3.0,250ml维他奶巧克力味,2017/9/18 16:26,A,饮料,植物蛋白
6.5,430g泰奇八宝粥,2017/9/18 16:28,A,非饮料,方便速食
2.5,145ml旺仔牛奶盒装,2017/9/18 17:07,A,饮料,乳制品
3.0,果粒橙,2017/9/18 18:13,A,饮料,果蔬饮料
3.0,统一冰红茶,2017/9/18 18:19,A,饮料,茶饮料
3.5,东鹏特饮,2017/9/19 08:10,A,饮料,功能饮料
4.5,12g劲仔小鱼麻辣味,2017/9/19 09:49,A,非饮料,肉干/豆制品/蛋
