金额,商品,支付时间,地点,商品大类,商品二级类
2.0,怡宝纯净水,2017/8/24 10:31,A,饮料,水
2.5,30g无穷农场盐_鸡蛋,2017/8/24 10:46,A,非饮料,肉干/豆制品/蛋
1.8,32g卫龙亲嘴烧,2017/8/24 11:26,A,非饮料,肉干/豆制品/蛋
3.0,统一冰红茶,2017/8/24 11:26,A,饮料,茶饮料
1.0,香豆干,2017/8/24 11:29,A,非饮料,肉干/豆制品/蛋
3.0,统一绿茶,2017/8/24 11:40,D,饮料,茶饮料
3.0,可口可乐330ml,2017/8/24 12:16,B,饮料,碳酸饮料
3.0,熊字饼,2017/8/24 12:18,E,非饮料,饼干糕点
2.0,鸭翅,2017/8/24 12:20,A,非饮料,肉干/豆制品/蛋
7.0,合味道（海鲜风味）,2017/8/24 12:47,E,非饮料,方便速食
4.0,统一绿茶,2017/8/24 12:47,E,饮料,茶饮料
4.0,阿萨姆奶茶,2017/8/24 12:54,B,饮料,茶饮料
5.0,营养快线,2017/8/24 14:00,C,饮料,乳制品
4.0,脉动,2017/8/24 14:00,D,饮料,功能饮料
4.0,王老吉（500ml）,2017/8/24 14:01,B,饮料,茶饮料
3.5,统一绿茶,2017/8/24 14:16,B,饮料,茶饮料
1.5,小鱼仔,2017/8/24 14:29,B,非饮料,海味零食
1.5,小鱼仔,2017/8/24 14:30,B,非饮料,海味零食
3.5,王老吉（500ml）,2017/8/24 14:36,E,饮料,茶饮料
3.5,可口可乐（500ml）,2017/8/24 14:37,E,饮料,碳酸饮料
2.0,怡宝纯净水,2017/8/24 14:50,B,饮料,水
3.5,可口可乐（500ml）,2017/8/24 14:57,E,饮料,碳酸饮料
3.0,伊利纯牛奶,2017/8/24 14:59,B,饮料,乳制品
3.0,可口可乐（500ml）,2017/8/24 15:00,B,饮料,碳酸饮料
2.5,伊利优酸乳,2017/8/24 15:23,D,饮料,乳制品
3.0,可口可乐最新款,2017/8/24 15:27,C,饮料,碳酸饮料
3.0,250ml维他原味豆奶,2017/8/24 15:32,C,饮料,植物蛋白
5.0,营养快线,2017/8/24 15:32,C,饮料,乳制品
4.5,52g旺旺仙贝,2017/8/24 15:36,C,非饮料,膨化食品
5.0,营养快线,2017/8/24 15:56,B,饮料,乳制品
1.0,香豆干,2017/8/24 16:09,D,非饮料,肉干/豆制品/蛋
3.5,600ml可口可乐,2017/8/24 16:14,E,饮料,碳酸饮料
4.0,统一绿茶,2017/8/24 16:14,E,饮料,茶饮料
10.0,湘潭铺子(羽泉版),2017/8/24 16:18,D,非饮料,蜜饯/果干
3.0,可口可乐最新款,2017/8/24 16:22,D,饮料,碳酸饮料
3.5,芬达330ml,2017/8/24 16:23,C,饮料,碳酸饮料
3.0,统一冰红茶,2017/8/24 16:27,B,饮料,茶饮料
4.5,阿萨姆奶茶,2017/8/24 16:27,E,饮料,茶饮料
1.0,小鱼仔,2017/8/24 16:28,E,非饮料,海味零食
3.0,可口可乐（500ml）,2017/8/24 16:30,D,饮料,碳酸饮料
2.5,雪碧330ml,2017/8/24 16:31,D,饮料,碳酸饮料
4.0,王老吉（罐）,2017/8/24 16:42,B,饮料,茶饮料
3.0,怡宝纯净水,2017/8/24 16:46,B,饮料,水
3.5,王老吉（罐）,2017/8/24 16:48,D,饮料,茶饮料
4.0,银鹭八宝粥,2017/8/24 16:59,E,饮料,方便速食
3.0,怡宝纯净水,2017/8/24 17:03,C,饮料,水
4.5,85g统一老坛酸菜牛肉面,2017/8/24 17:06,C,非饮料,方便速食
4.5,阿萨姆奶茶,2017/8/24 17:06,E,饮料,茶饮料
3.5,东鹏特饮,2017/8/24 17:07,E,饮料,功能饮料
3.0,可口可乐最新款,2017/8/24 17:25,C,饮料,碳酸饮料
6.0,红牛,2017/8/24 17:32,B,饮料,功能饮料
3.5,王老吉（罐）,2017/8/24 17:38,C,饮料,茶饮料
1.5,香豆干,2017/8/24 17:42,C,非饮料,肉干/豆制品/蛋
3.0,熊字饼,2017/8/24 17:43,D,非饮料,饼干糕点
4.0,营养快线,2017/8/24 17:44,B,饮料,乳制品
3.5,芬达330ml,2017/8/24 17:44,C,饮料,碳酸饮料
2.5,芬达330ml,2017/8/24 17:45,B,饮料,碳酸饮料
3.5,芬达330ml,2017/8/24 17:45,C,饮料,碳酸饮料
2.0,怡宝纯净水,2017/8/24 17:46,C,饮料,水
3.0,熊字饼,2017/8/24 17:48,B,非饮料,饼干糕点
3.5,芬达330ml,2017/8/24 17:48,C,饮料,碳酸饮料
3.0,伊利纯牛奶,2017/8/24 17:49,A,饮料,乳制品
4.0,王老吉（罐）,2017/8/24 17:49,C,饮料,茶饮料
4.0,王老吉（500ml）,2017/8/24 17:49,E,饮料,茶饮料
3.5,统一冰红茶,2017/8/24 17:51,E,饮料,茶饮料
5.0,王老吉（500ml）,2017/8/24 17:56,B,饮料,茶饮料
3.5,芬达330ml,2017/8/24 17:58,C,饮料,碳酸饮料
3.0,劲仔小鱼（麻辣味）,2017/8/24 18:06,E,非饮料,肉干/豆制品/蛋
4.0,熊字饼,2017/8/24 18:06,E,非饮料,饼干糕点
4.0,脉动,2017/8/24 18:21,C,饮料,功能饮料
6.5,83g汤达人酸辣豚骨拉面,2017/8/24 18:24,B,非饮料,方便速食
3.0,雪碧330ml,2017/8/24 18:24,E,饮料,碳酸饮料
4.0,王老吉（罐）,2017/8/24 18:41,B,饮料,茶饮料
3.0,卫龙大面筋,2017/8/24 18:43,A,非饮料,肉干/豆制品/蛋
4.5,50g上好佳田园薯片番茄味,2017/8/24 19:45,E,非饮料,膨化食品
4.0,果粒橙,2017/8/24 19:45,E,饮料,果蔬饮料
3.0,卫龙大面筋,2017/8/24 19:53,C,非饮料,肉干/豆制品/蛋
3.5,雪碧330ml,2017/8/24 20:01,E,饮料,碳酸饮料
3.0,雪碧330ml,2017/8/24 20:04,A,饮料,碳酸饮料
4.0,果粒橙,2017/8/24 20:34,B,饮料,果蔬饮料
4.0,脉动,2017/8/24 20:41,E,饮料,功能饮料
4.5,营养快线,2017/8/24 20:43,B,饮料,乳制品
3.5,东鹏特饮,2017/8/24 20:49,E,饮料,功能饮料
5.0,阿萨姆奶茶,2017/8/24 20:54,B,饮料,茶饮料
3.5,东鹏特饮,2017/8/24 21:05,E,饮料,功能饮料
25.0,芙蓉王,2017/8/24 21:08,C,非饮料,香烟
3.5,王老吉（罐）,2017/8/24 21:09,C,饮料,茶饮料
2.5,怡宝纯净水,2017/8/24 21:10,A,饮料,水
3.0,芬达330ml,2017/8/24 21:25,B,饮料,碳酸饮料
3.5,东鹏特饮,2017/8/24 21:29,D,饮料,功能饮料
3.0,冰糖雪梨,2017/8/24 21:30,B,饮料,果蔬饮料
1.0,香豆干,2017/8/24 21:30,E,非饮料,肉干/豆制品/蛋
3.5,东鹏特饮,2017/8/24 21:31,D,饮料,功能饮料
3.0,维他柠檬茶,2017/8/24 21:34,A,饮料,茶饮料
10.0,口味王槟榔（绿）,2017/8/24 21:59,A,非饮料,蜜饯/果干
3.0,可口可乐（500ml）,2017/8/24 22:03,D,饮料,碳酸饮料
3.5,统一绿茶,2017/8/24 22:04,E,饮料,茶饮料
3.0,可口可乐最新款,2017/8/24 22:16,B,饮料,碳酸饮料
5.0,脉动,2017/8/24 22:27,C,饮料,功能饮料
3.5,可口可乐（500ml）,2017/8/24 22:34,E,饮料,碳酸饮料
4.0,阿萨姆奶茶,2017/8/24 22:38,A,饮料,茶饮料
4.0,营养快线,2017/8/24 22:38,B,饮料,乳制品
1.0,迷你纸巾,2017/8/24 22:38,C,非饮料,纸巾
3.5,统一冰红茶,2017/8/24 22:44,E,饮料,茶饮料
3.5,可口可乐（500ml）,2017/8/24 22:57,E,饮料,碳酸饮料
4.0,王老吉（500ml）,2017/8/24 23:07,A,饮料,茶饮料
4.0,营养快线,2017/8/24 23:07,B,饮料,乳制品
4.0,脉动,2017/8/24 23:13,B,饮料,功能饮料
3.5,统一绿茶,2017/8/24 23:23,E,饮料,茶饮料
3.0,统一绿茶,2017/8/24 23:47,A,饮料,茶饮料
3.0,怡宝,2017/8/24 23:47,C,饮料,水
3.0,统一冰红茶,2017/8/24 23:47,E,饮料,茶饮料
4.5,脉动,2017/8/24 23:48,A,饮料,功能饮料
3.5,东鹏特饮,2017/8/25 00:34,E,饮料,功能饮料
3.0,可口可乐（500ml）,2017/8/25 00:35,D,饮料,碳酸饮料
3.5,东鹏特饮,2017/8/25 03:10,E,饮料,功能饮料
3.5,东鹏特饮,2017/8/25 04:28,E,饮料,功能饮料
3.0,维他柠檬茶,2017/8/25 07:21,A,饮料,茶饮料
3.5,统一冰红茶,2017/8/25 07:28,E,饮料,茶饮料
3.0,可口可乐330ml,2017/8/25 07:43,A,饮料,碳酸饮料
1.5,40g双汇玉米热狗肠,2017/8/25 07:47,E,非饮料,肉干/豆制品/蛋
3.0,怡宝,2017/8/25 07:55,C,饮料,水
3.0,维他柠檬茶,2017/8/25 07:55,D,饮料,茶饮料
1.0,小鱼仔,2017/8/25 07:57,A,非饮料,海味零食
3.5,东鹏特饮,2017/8/25 08:03,E,饮料,功能饮料
3.5,东鹏特饮,2017/8/25 08:07,E,饮料,功能饮料
3.5,东鹏特饮,2017/8/25 08:11,E,饮料,功能饮料
3.0,雪碧最新款,2017/8/25 08:19,A,饮料,碳酸饮料
3.5,东鹏特饮,2017/8/25 08:19,E,饮料,功能饮料
4.5,果粒橙,2017/8/25 08:23,A,饮料,果蔬饮料
3.0,维他柠檬茶,2017/8/25 08:27,A,饮料,茶饮料
6.0,红牛,2017/8/25 08:39,E,饮料,功能饮料
2.0,怡宝纯净水,2017/8/25 09:04,D,饮料,水
3.5,统一绿茶,2017/8/25 09:12,A,饮料,茶饮料
5.0,脉动,2017/8/25 09:32,C,饮料,功能饮料
3.0,怡宝纯净水,2017/8/25 09:50,C,饮料,水
2.0,怡宝纯净水,2017/8/25 10:01,C,饮料,水
4.0,脉动,2017/8/25 10:01,D,饮料,功能饮料
3.0,统一冰红茶,2017/8/25 10:08,A,饮料,茶饮料
3.0,怡宝,2017/8/25 10:08,C,饮料,水
2.0,怡宝纯净水,2017/8/25 10:20,B,饮料,水
4.5,85g嘉士利果乐果香夹心饼干蓝莓味,2017/8/25 10:46,C,非饮料,饼干糕点
3.5,东鹏特饮,2017/8/25 10:56,B,饮料,功能饮料
4.0,王老吉（500ml）,2017/8/25 11:00,E,饮料,茶饮料
3.0,可口可乐最新款,2017/8/25 11:04,D,饮料,碳酸饮料
4.0,王老吉（罐）,2017/8/25 11:06,A,饮料,茶饮料
4.5,40g呀土豆番茄酱味,2017/8/25 11:08,C,非饮料,膨化食品
3.5,东鹏特饮,2017/8/25 11:10,E,饮料,功能饮料
3.5,统一绿茶,2017/8/25 11:52,E,饮料,茶饮料
1.5,香豆干,2017/8/25 11:53,B,非饮料,肉干/豆制品/蛋
3.0,250ml维他原味豆奶,2017/8/25 12:15,B,饮料,植物蛋白
3.5,统一绿茶,2017/8/25 12:16,E,饮料,茶饮料
4.0,阿萨姆奶茶,2017/8/25 12:22,B,饮料,茶饮料
2.5,怡宝纯净水,2017/8/25 12:25,A,饮料,水
4.5,果粒橙,2017/8/25 12:26,A,饮料,果蔬饮料
6.0,86g合味道海鲜风味,2017/8/25 12:28,C,非饮料,方便速食
15.0,口味王槟榔（红）,2017/8/25 12:28,C,非饮料,蜜饯/果干
4.0,55g奥利奥原味芝士饼干,2017/8/25 12:34,C,非饮料,饼干糕点
2.5,145ml旺仔牛奶盒装,2017/8/25 12:38,B,饮料,乳制品
3.0,统一绿茶,2017/8/25 12:53,D,饮料,茶饮料
3.5,东鹏特饮,2017/8/25 13:15,C,饮料,功能饮料
4.0,脉动,2017/8/25 13:27,B,饮料,功能饮料
4.5,果粒橙,2017/8/25 13:30,A,饮料,果蔬饮料
4.0,果粒橙,2017/8/25 13:49,C,饮料,果蔬饮料
1.5,40g双汇玉米热狗肠,2017/8/25 14:17,E,非饮料,肉干/豆制品/蛋
3.0,可口可乐330ml,2017/8/25 14:45,D,饮料,碳酸饮料
4.0,营养快线,2017/8/25 14:58,B,饮料,乳制品
3.0,怡宝,2017/8/25 14:58,C,饮料,水
3.5,东鹏特饮,2017/8/25 14:58,D,饮料,功能饮料
4.0,乐虎（380ml）,2017/8/25 15:10,D,饮料,功能饮料
3.0,雪碧330ml,2017/8/25 15:10,E,饮料,碳酸饮料
5.5,205g伊利安慕希原味,2017/8/25 15:12,C,饮料,乳制品
3.5,可口可乐330ml,2017/8/25 15:12,C,饮料,碳酸饮料
25.0,芙蓉王,2017/8/25 15:14,C,非饮料,香烟
15.0,口味王槟榔（红）,2017/8/25 15:16,C,非饮料,蜜饯/果干
4.0,阿萨姆奶茶,2017/8/25 15:23,D,饮料,茶饮料
1.0,香豆干,2017/8/25 15:31,D,非饮料,肉干/豆制品/蛋
3.0,怡宝纯净水,2017/8/25 15:33,B,饮料,水
3.0,怡宝,2017/8/25 15:36,C,饮料,水
1.5,香脆肠,2017/8/25 15:36,E,非饮料,肉干/豆制品/蛋
3.0,怡宝纯净水,2017/8/25 15:37,B,饮料,水
3.5,600ml雪碧,2017/8/25 16:03,C,饮料,碳酸饮料
3.0,怡宝,2017/8/25 16:03,C,饮料,水
4.0,营养快线,2017/8/25 16:08,D,饮料,乳制品
1.0,香脆肠,2017/8/25 16:09,D,非饮料,肉干/豆制品/蛋
3.0,维他奶,2017/8/25 16:10,A,饮料,植物蛋白
3.0,怡宝,2017/8/25 16:15,C,饮料,水
3.5,东鹏特饮,2017/8/25 16:15,E,饮料,功能饮料
3.0,可口可乐最新款,2017/8/25 16:16,D,饮料,碳酸饮料
5.0,营养快线,2017/8/25 16:18,B,饮料,乳制品
2.5,伊利优酸乳,2017/8/25 16:20,A,饮料,乳制品
3.5,统一冰红茶,2017/8/25 16:22,E,饮料,茶饮料
3.5,东鹏特饮,2017/8/25 16:27,D,饮料,功能饮料
3.5,东鹏特饮,2017/8/25 16:28,D,饮料,功能饮料
4.5,250ml燕塘甜牛奶,2017/8/25 16:44,C,饮料,乳制品
3.0,芬达330ml,2017/8/25 16:44,C,饮料,碳酸饮料
3.0,芬达330ml,2017/8/25 16:51,C,饮料,碳酸饮料
2.0,怡宝纯净水,2017/8/25 16:51,E,饮料,水
3.5,东鹏特饮,2017/8/25 17:02,C,饮料,功能饮料
10.0,口味王槟榔（绿）,2017/8/25 17:02,D,非饮料,蜜饯/果干
3.5,统一绿茶,2017/8/25 17:15,E,饮料,茶饮料
1.5,香豆干,2017/8/25 17:16,B,非饮料,肉干/豆制品/蛋
1.5,香豆干,2017/8/25 17:17,B,非饮料,肉干/豆制品/蛋
1.5,香豆干,2017/8/25 17:18,B,非饮料,肉干/豆制品/蛋
2.0,怡宝纯净水,2017/8/25 17:19,B,饮料,水
3.0,卫龙大面筋,2017/8/25 17:19,D,非饮料,肉干/豆制品/蛋
2.0,怡宝纯净水,2017/8/25 17:20,B,饮料,水
3.0,可口可乐最新款,2017/8/25 17:20,C,饮料,碳酸饮料
3.0,可口可乐最新款,2017/8/25 17:23,C,饮料,碳酸饮料
2.5,芬达330ml,2017/8/25 17:23,D,饮料,碳酸饮料
3.5,东鹏特饮,2017/8/25 17:24,D,饮料,功能饮料
3.5,维他柠檬茶,2017/8/25 17:24,D,饮料,茶饮料
3.5,可口可乐（500ml）,2017/8/25 17:25,E,饮料,碳酸饮料
2.5,雪碧330ml,2017/8/25 17:26,A,饮料,碳酸饮料
10.0,口味王槟榔（绿）,2017/8/25 17:26,D,非饮料,蜜饯/果干
3.5,果粒橙,2017/8/25 17:27,E,饮料,果蔬饮料
2.0,怡宝纯净水,2017/8/25 17:29,C,饮料,水
3.5,果粒橙,2017/8/25 17:33,E,饮料,果蔬饮料
4.0,熊字饼,2017/8/25 17:35,C,非饮料,饼干糕点
2.5,雪碧330ml,2017/8/25 17:35,E,饮料,碳酸饮料
4.0,银鹭八宝粥,2017/8/25 17:36,E,饮料,方便速食
3.5,统一冰红茶,2017/8/25 17:38,E,饮料,茶饮料
6.5,148g富甲一方紫薯仔,2017/8/25 17:40,B,非饮料,蜜饯/果干
2.5,伊利优酸乳,2017/8/25 17:40,C,饮料,乳制品
3.0,雪碧（500ml）,2017/8/25 17:43,D,饮料,碳酸饮料
1.5,40g双汇玉米热狗肠,2017/8/25 17:44,C,非饮料,肉干/豆制品/蛋
3.5,雪碧（500ml）,2017/8/25 17:44,E,饮料,碳酸饮料
2.0,怡宝纯净水,2017/8/25 17:49,C,饮料,水
3.0,怡宝,2017/8/25 18:05,C,饮料,水
2.0,雪力矿泉水,2017/8/25 18:05,E,饮料,水
4.5,营养快线,2017/8/25 18:08,E,饮料,乳制品
15.0,口味王槟榔（红）,2017/8/25 18:09,C,非饮料,蜜饯/果干
3.0,怡宝,2017/8/25 18:13,C,饮料,水
3.5,王老吉（罐）,2017/8/25 18:13,D,饮料,茶饮料
3.5,王老吉（罐）,2017/8/25 18:18,B,饮料,茶饮料
3.0,怡宝,2017/8/25 18:18,C,饮料,水
6.0,红牛,2017/8/25 18:19,B,饮料,功能饮料
3.0,怡宝,2017/8/25 18:19,C,饮料,水
3.5,统一冰红茶,2017/8/25 18:20,E,饮料,茶饮料
1.0,咪咪,2017/8/25 18:24,D,非饮料,膨化食品
3.0,雪碧（500ml）,2017/8/25 18:25,D,饮料,碳酸饮料
3.5,统一冰红茶,2017/8/25 18:29,E,饮料,茶饮料
3.5,可口可乐（500ml）,2017/8/25 18:31,E,饮料,碳酸饮料
1.0,香豆干,2017/8/25 18:33,D,非饮料,肉干/豆制品/蛋
1.0,咪咪,2017/8/25 18:34,D,非饮料,膨化食品
3.5,统一绿茶,2017/8/25 18:39,E,饮料,茶饮料
3.0,怡宝,2017/8/25 18:41,C,饮料,水
6.5,100g果王咸柑桔罐装,2017/8/25 18:41,D,非饮料,蜜饯/果干
2.5,维他柠檬茶,2017/8/25 18:41,D,饮料,茶饮料
6.5,70g乐事薯片原味,2017/8/25 18:52,C,非饮料,膨化食品
3.5,东鹏特饮,2017/8/25 18:52,C,饮料,功能饮料
3.0,卫龙大面筋,2017/8/25 18:54,C,非饮料,肉干/豆制品/蛋
1.5,鸭翅,2017/8/25 19:52,D,非饮料,肉干/豆制品/蛋
2.0,怡宝,2017/8/25 19:52,E,饮料,水
3.5,统一绿茶,2017/8/25 19:53,E,饮料,茶饮料
3.0,果粒橙,2017/8/25 20:29,E,饮料,果蔬饮料
4.0,乐虎（380ml）,2017/8/25 21:04,B,饮料,功能饮料
3.0,可口可乐最新款,2017/8/25 21:04,C,饮料,碳酸饮料
3.5,可口可乐（500ml）,2017/8/25 21:09,E,饮料,碳酸饮料
1.0,香豆干,2017/8/25 22:28,E,非饮料,肉干/豆制品/蛋
3.5,东鹏特饮,2017/8/25 22:34,D,饮料,功能饮料
4.0,乐虎（380ml）,2017/8/25 22:48,D,饮料,功能饮料
3.5,果粒橙,2017/8/25 22:49,E,饮料,果蔬饮料
1.0,咪咪,2017/8/26 00:38,D,非饮料,膨化食品
3.5,统一绿茶,2017/8/26 00:40,E,饮料,茶饮料
1.0,小鱼仔,2017/8/26 05:30,D,非饮料,海味零食
3.5,雪碧（500ml）,2017/8/26 08:03,E,饮料,碳酸饮料
3.5,统一绿茶,2017/8/26 08:16,E,饮料,茶饮料
6.0,330ml伊利畅意乳酸菌原味,2017/8/26 09:02,E,饮料,乳制品
3.5,东鹏特饮,2017/8/26 09:04,B,饮料,功能饮料
4.0,55g奥利奥原味芝士饼干,2017/8/26 09:04,C,非饮料,饼干糕点
3.0,美年达（罐）,2017/8/26 09:06,E,饮料,碳酸饮料
3.5,冰糖雪梨,2017/8/26 09:28,A,饮料,果蔬饮料
2.0,怡宝纯净水,2017/8/26 09:30,B,饮料,水
3.0,熊字饼,2017/8/26 09:35,B,非饮料,饼干糕点
6.5,70g乐事薯片（黄瓜味）,2017/8/26 09:35,E,非饮料,膨化食品
2.5,伊利优酸乳,2017/8/26 09:37,D,饮料,乳制品
1.5,45g双汇泡面拍挡,2017/8/26 10:41,D,非饮料,肉干/豆制品/蛋
4.0,阿萨姆奶茶,2017/8/26 10:49,E,饮料,茶饮料
7.5,225g味之不规则饼干芝士味,2017/8/26 12:04,C,非饮料,饼干糕点
4.0,统一绿茶,2017/8/26 12:04,E,饮料,茶饮料
3.0,芬达330ml,2017/8/26 12:07,E,饮料,碳酸饮料
4.5,250ml燕塘红枣牛奶,2017/8/26 13:01,A,饮料,乳制品
1.5,小鱼仔,2017/8/26 13:22,C,非饮料,海味零食
10.0,口味王槟榔（绿）,2017/8/26 13:29,B,非饮料,蜜饯/果干
3.0,可口可乐最新款,2017/8/26 13:33,E,饮料,碳酸饮料
4.0,王老吉（500ml）,2017/8/26 13:46,D,饮料,茶饮料
3.0,冰糖雪梨,2017/8/26 13:47,A,饮料,果蔬饮料
3.0,怡宝,2017/8/26 14:03,C,饮料,水
4.0,脉动,2017/8/26 14:03,D,饮料,功能饮料
4.5,85g嘉士利果乐果香夹心饼干蓝莓味,2017/8/26 14:04,E,非饮料,饼干糕点
1.5,鸭翅,2017/8/26 14:04,E,非饮料,肉干/豆制品/蛋
10.0,口味王槟榔（绿）,2017/8/26 14:05,B,非饮料,蜜饯/果干
4.0,果粒橙,2017/8/26 14:05,C,饮料,果蔬饮料
2.0,怡宝纯净水,2017/8/26 14:06,A,饮料,水
3.0,雪碧（500ml）,2017/8/26 14:07,D,饮料,碳酸饮料
2.0,40g双汇玉米热狗肠,2017/8/26 14:38,E,非饮料,肉干/豆制品/蛋
1.5,40g双汇玉米热狗肠,2017/8/26 14:51,E,非饮料,肉干/豆制品/蛋
3.0,卫龙大面筋,2017/8/26 14:57,A,非饮料,肉干/豆制品/蛋
4.0,营养快线,2017/8/26 15:45,D,饮料,乳制品
3.5,王老吉（罐）,2017/8/26 15:46,C,饮料,茶饮料
3.0,统一冰红茶,2017/8/26 16:26,D,饮料,茶饮料
2.0,怡宝纯净水,2017/8/26 17:03,E,饮料,水
7.0,泰奇八宝粥,2017/8/26 17:30,E,非饮料,方便速食
2.5,怡宝纯净水,2017/8/26 17:30,E,饮料,水
2.0,无穷农场盐_鸡蛋,2017/8/26 18:18,B,非饮料,肉干/豆制品/蛋
1.0,香豆干,2017/8/26 18:18,B,非饮料,肉干/豆制品/蛋
3.5,东鹏特饮,2017/8/26 18:20,D,饮料,功能饮料
25.0,芙蓉王,2017/8/26 18:22,B,非饮料,香烟
4.0,王老吉（500ml）,2017/8/26 18:23,A,饮料,茶饮料
1.0,香豆干,2017/8/26 18:23,E,非饮料,肉干/豆制品/蛋
2.0,怡宝纯净水,2017/8/26 18:24,D,饮料,水
1.0,香豆干,2017/8/26 18:24,E,非饮料,肉干/豆制品/蛋
6.5,148g富甲一方紫薯仔,2017/8/26 18:34,D,非饮料,蜜饯/果干
4.5,脉动,2017/8/26 18:34,E,饮料,功能饮料
1.0,香脆肠,2017/8/26 18:55,D,非饮料,肉干/豆制品/蛋
3.0,统一冰红茶,2017/8/26 18:56,E,饮料,茶饮料
1.5,小鱼仔,2017/8/26 19:11,B,非饮料,海味零食
3.5,东鹏特饮,2017/8/26 19:28,B,饮料,功能饮料
3.0,可口可乐（500ml）,2017/8/26 19:28,C,饮料,碳酸饮料
3.0,统一冰红茶,2017/8/26 19:29,E,饮料,茶饮料
2.0,怡宝纯净水,2017/8/26 19:50,D,饮料,水
4.0,阿萨姆奶茶,2017/8/26 20:09,C,饮料,茶饮料
3.0,果粒橙,2017/8/26 20:10,C,饮料,果蔬饮料
3.0,怡宝纯净水,2017/8/26 20:16,B,饮料,水
4.0,营养快线,2017/8/26 20:35,C,饮料,乳制品
1.5,小鱼仔,2017/8/26 21:03,B,非饮料,海味零食
3.5,可口可乐330ml,2017/8/26 21:06,B,饮料,碳酸饮料
4.5,阿萨姆奶茶,2017/8/26 21:10,B,饮料,茶饮料
3.0,统一绿茶,2017/8/26 21:12,D,饮料,茶饮料
3.0,怡宝纯净水,2017/8/26 21:19,B,饮料,水
4.0,统一冰红茶,2017/8/26 21:54,B,饮料,茶饮料
1.5,小鱼仔,2017/8/26 22:20,C,非饮料,海味零食
3.5,东鹏特饮,2017/8/26 22:21,D,饮料,功能饮料
4.0,阿萨姆奶茶,2017/8/26 22:31,A,饮料,茶饮料
4.5,阿萨姆奶茶,2017/8/26 23:28,A,饮料,茶饮料
1.5,鸭翅,2017/8/26 23:58,D,非饮料,肉干/豆制品/蛋
6.0,红牛,2017/8/27 00:32,B,饮料,功能饮料
3.0,统一冰红茶,2017/8/27 03:39,E,饮料,茶饮料
3.5,雪碧330ml,2017/8/27 07:43,E,饮料,碳酸饮料
3.0,果粒橙,2017/8/27 07:49,C,饮料,果蔬饮料
4.5,阿萨姆奶茶,2017/8/27 08:11,A,饮料,茶饮料
3.0,伊利纯牛奶,2017/8/27 08:18,D,饮料,乳制品
4.0,营养快线,2017/8/27 08:28,E,饮料,乳制品
3.0,果粒橙,2017/8/27 08:46,D,饮料,果蔬饮料
3.5,丽芝士纳宝帝奶酪威化饼干,2017/8/27 08:49,C,非饮料,饼干糕点
3.0,可口可乐（500ml）,2017/8/27 08:56,D,饮料,碳酸饮料
4.0,王老吉（500ml）,2017/8/27 08:56,E,饮料,茶饮料
3.0,怡宝纯净水,2017/8/27 09:01,C,饮料,水
4.0,果粒橙,2017/8/27 09:05,C,饮料,果蔬饮料
3.0,雪碧330ml,2017/8/27 09:13,E,饮料,碳酸饮料
5.0,营养快线,2017/8/27 09:40,B,饮料,乳制品
3.0,芬达330ml,2017/8/27 10:03,C,饮料,碳酸饮料
4.0,银鹭八宝粥,2017/8/27 10:11,C,饮料,方便速食
3.5,东鹏特饮,2017/8/27 11:29,E,饮料,功能饮料
3.0,果粒橙,2017/8/27 11:46,D,饮料,果蔬饮料
3.5,伊利优酸乳,2017/8/27 12:02,B,饮料,乳制品
1.5,小鱼仔,2017/8/27 12:07,C,非饮料,海味零食
1.5,小鱼仔,2017/8/27 12:08,C,非饮料,海味零食
1.5,小鱼仔,2017/8/27 12:09,C,非饮料,海味零食
4.0,银鹭八宝粥,2017/8/27 12:13,C,饮料,方便速食
2.0,怡宝纯净水,2017/8/27 12:19,D,饮料,水
3.0,维他奶,2017/8/27 12:21,D,饮料,植物蛋白
3.0,熊字饼,2017/8/27 12:22,A,非饮料,饼干糕点
6.0,雀巢咖啡,2017/8/27 12:24,D,饮料,咖啡
3.5,东鹏特饮,2017/8/27 12:24,E,饮料,功能饮料
15.0,口味王槟榔（红）,2017/8/27 12:25,B,非饮料,蜜饯/果干
3.0,果粒橙,2017/8/27 12:31,D,饮料,果蔬饮料
3.0,旺仔牛奶145ml,2017/8/27 13:00,C,饮料,乳制品
2.0,145ml旺仔牛奶盒装,2017/8/27 14:18,C,饮料,乳制品
4.5,营养快线,2017/8/27 14:18,E,饮料,乳制品
3.5,东鹏特饮,2017/8/27 14:30,D,饮料,功能饮料
6.0,330ml伊利畅意乳酸菌原味,2017/8/27 14:45,A,饮料,乳制品
1.0,香豆干,2017/8/27 15:26,E,非饮料,肉干/豆制品/蛋
7.0,40g卫龙点心面黑椒牛排味,2017/8/27 15:44,A,非饮料,肉干/豆制品/蛋
1.5,40g双汇玉米热狗肠,2017/8/27 15:57,E,非饮料,肉干/豆制品/蛋
6.0,红牛,2017/8/27 16:02,E,饮料,功能饮料
2.5,可口可乐330ml,2017/8/27 16:08,A,饮料,碳酸饮料
10.0,口味王槟榔（绿）,2017/8/27 16:19,D,非饮料,蜜饯/果干
4.0,王老吉（500ml）,2017/8/27 16:49,E,饮料,茶饮料
1.8,32g卫龙亲嘴烧,2017/8/27 16:53,E,非饮料,肉干/豆制品/蛋
4.0,统一冰红茶,2017/8/27 16:53,E,饮料,茶饮料
